 frequency              onoise_spectrum        inoise_spectrum       
 1.122018454301978e+03  7.082272192555791e-07  1.753253866674731e-07 
 1.143755863049553e+03  7.025553401555409e-07  1.739212833515764e-07 
 1.165914401179847e+03  6.969309084726372e-07  1.725289259010175e-07 
 1.188502227437034e+03  6.913535386676668e-07  1.711482188737193e-07 
 1.211527658628604e+03  6.858228484642278e-07  1.697790676354001e-07 
 1.234999172687601e+03  6.803384588217790e-07  1.684213783528134e-07 
 1.258925411794184e+03  6.748999939079648e-07  1.670750579869178e-07 
 1.283315185557668e+03  6.695070810720536e-07  1.657400142863291e-07 
 1.308177474260211e+03  6.641593508181340e-07  1.644161557806317e-07 
 1.333521432163342e+03  6.588564367783413e-07  1.631033917738326e-07 
 1.359356390878544e+03  6.535979756869727e-07  1.618016323378473e-07 
 1.385691862803146e+03  6.483836073543028e-07  1.605107883060985e-07 
 1.412537544622773e+03  6.432129746406139e-07  1.592307712670809e-07 
 1.439903320881652e+03  6.380857234305813e-07  1.579614935579803e-07 
 1.467799267622089e+03  6.330015026081356e-07  1.567028682584678e-07 
 1.496235656094454e+03  6.279599640310413e-07  1.554548091844496e-07 
 1.525222956539040e+03  6.229607625057716e-07  1.542172308817659e-07 
 1.554771842041195e+03  6.180035557631560e-07  1.529900486202307e-07 
 1.584893192461135e+03  6.130880044333409e-07  1.517731783874133e-07 
 1.615598098439896e+03  6.082137720217337e-07  1.505665368826642e-07 
 1.646897865482891e+03  6.033805248847507e-07  1.493700415111378e-07 
 1.678804018122584e+03  5.985879322057199e-07  1.481836103778189e-07 
 1.711328304161804e+03  5.938356659713101e-07  1.470071622816923e-07 
 1.744482698999278e+03  5.891234009477297e-07  1.458406167098340e-07 
 1.778279410038948e+03  5.844508146575594e-07  1.446838938316729e-07 
 1.812730881184724e+03  5.798175873565076e-07  1.435369144932967e-07 
 1.847849797422317e+03  5.752234020102571e-07  1.423996002116222e-07 
 1.883649089489827e+03  5.706679442717749e-07  1.412718731688689e-07 
 1.920141938638829e+03  5.661509024587259e-07  1.401536562069274e-07 
