 frequency              gain                  
 5.516538667595667e+03  1.046672898526775e+00 
 5.623413251903579e+03  1.046672893614610e+00 
 5.732358369467805e+03  1.046672888510334e+00 
 5.843414133735268e+03  1.046672883206304e+00 
 5.956621435290199e+03  1.046672877694767e+00 
 6.072021956909982e+03  1.046672871967633e+00 
 6.189658188912704e+03  1.046672866016446e+00 
 6.309573444802033e+03  1.046672859832422e+00 
 6.431811877215190e+03  1.046672853406457e+00 
 6.556418494179894e+03  1.046672846729114e+00 
 6.683439175686253e+03  1.046672839790516e+00 
 6.812920690579723e+03  1.046672832580484e+00 
 6.944910713781324e+03  1.046672825088352e+00 
 7.079457843841494e+03  1.046672817303127e+00 
 7.216611620834000e+03  1.046672809213317e+00 
 7.356422544596533e+03  1.046672800807025e+00 
 7.498942093324681e+03  1.046672792071895e+00 
 7.644222742526128e+03  1.046672782994971e+00 
 7.792317984342069e+03  1.046672773562983e+00 
 7.943282347242946e+03  1.046672763761929e+00 
 8.097171416105754e+03  1.046672753577472e+00 
 8.254041852680322e+03  1.046672742994577e+00 
 8.413951416452092e+03  1.046672731997659e+00 
 8.576958985909085e+03  1.046672720570537e+00 
 8.743124580220883e+03  1.046672708696296e+00 
 8.912509381337606e+03  1.046672696357541e+00 
 9.085175756517023e+03  1.046672683536107e+00 
 9.261187281288094e+03  1.046672670213048e+00 
 9.440608762859396e+03  1.046672656368746e+00 
 9.623506263981051e+03  1.046672641982780e+00 
 9.809947127268942e+03  1.046672627034063e+00 
 1.000000000000017e+04  1.046672611500502e+00 
 1.019373485938890e+04  1.046672595359211e+00 
 1.039122303835187e+04  1.046672578586446e+00 
 1.059253725177307e+04  1.046672561157518e+00 
 1.079775162327729e+04  1.046672543046714e+00 
 1.100694171252229e+04  1.046672524227353e+00 
 1.122018454301983e+04  1.046672504671777e+00 
 1.143755863049558e+04  1.046672484351101e+00 
 1.165914401179852e+04  1.046672463235447e+00 
 1.188502227437039e+04  1.046672441293724e+00 
 1.211527658628610e+04  1.046672418493543e+00 
 1.234999172687607e+04  1.046672394801404e+00 
 1.258925411794190e+04  1.046672370182367e+00 
 1.283315185557674e+04  1.046672344600144e+00 
 1.308177474260217e+04  1.046672318017150e+00 
 1.333521432163348e+04  1.046672290394086e+00 
