 time            v(vdd)          cm              v(xpga.xamp.bn) v(xpga.xamp.bp) v(xpga.xamp.start) i(vdd)         
 7.25700000e-05  1.80000000e+00  8.68828495e-01  6.32476985e-01  6.82601457e-01  4.26136249e-03 -1.39033251e-04 
 7.25900000e-05  1.80000000e+00  8.79805420e-01  6.32476096e-01  6.82603629e-01  4.26143794e-03 -1.40699924e-04 
 7.26100000e-05  1.80000000e+00  8.90812900e-01  6.32476435e-01  6.82604572e-01  4.26142831e-03 -1.43038918e-04 
 7.26300000e-05  1.80000000e+00  9.01908335e-01  6.32477217e-01  6.82605273e-01  4.26138465e-03 -1.45968434e-04 
 7.26500000e-05  1.80000000e+00  9.13140491e-01  6.32477962e-01  6.82606212e-01  4.26133827e-03 -1.49371860e-04 
 7.26700000e-05  1.80000000e+00  9.24546174e-01  6.32478333e-01  6.82607617e-01  4.26130942e-03 -1.53102359e-04 
 7.26900000e-05  1.80000000e+00  9.36143535e-01  6.32478236e-01  6.82609500e-01  4.26130953e-03 -1.57001317e-04 
 7.27100000e-05  1.80000000e+00  9.47917375e-01  6.32477844e-01  6.82611571e-01  4.26132991e-03 -1.60952215e-04 
 7.27300000e-05  1.80000000e+00  9.59773984e-01  6.32477639e-01  6.82612944e-01  4.26134915e-03 -1.64850592e-04 
 7.27500000e-05  1.80000000e+00  9.71382516e-01  6.32478854e-01  6.82611006e-01  4.26130851e-03 -1.68619179e-04 
 7.27700000e-05  1.80000000e+00  9.81698944e-01  6.32485143e-01  6.82597976e-01  4.26104541e-03 -1.72172729e-04 
 7.27900000e-05  1.80000000e+00  9.88267942e-01  6.32504878e-01  6.82557261e-01  4.26014648e-03 -1.75434155e-04 
 7.28100000e-05  1.80000000e+00  9.87521905e-01  6.32549148e-01  6.82470905e-01  4.25796533e-03 -1.78258572e-04 
 7.28300000e-05  1.80000000e+00  9.76633437e-01  6.32622423e-01  6.82337241e-01  4.25407188e-03 -1.80420937e-04 
 7.28500000e-05  1.80000000e+00  9.55183596e-01  6.32715614e-01  6.82177313e-01  4.24880939e-03 -1.81584406e-04 
 7.28700000e-05  1.80000000e+00  9.25318482e-01  6.32809914e-01  6.82024337e-01  4.24320316e-03 -1.81391271e-04 
 7.28900000e-05  1.80000000e+00  8.91027237e-01  6.32885490e-01  6.81910759e-01  4.23844707e-03 -1.79412408e-04 
 7.29100000e-05  1.80000000e+00  8.57298029e-01  6.32927219e-01  6.81860620e-01  4.23549501e-03 -1.75301070e-04 
 7.29300000e-05  1.80000000e+00  8.29051143e-01  6.32927405e-01  6.81884115e-01  4.23490329e-03 -1.69133066e-04 
 7.29500000e-05  1.80000000e+00  8.09715838e-01  6.32887517e-01  6.81972620e-01  4.23671526e-03 -1.61789730e-04 
 7.29700000e-05  1.80000000e+00  8.00176694e-01  6.32818264e-01  6.82100353e-01  4.24043365e-03 -1.54619899e-04 
 7.29900000e-05  1.80000000e+00  7.99022765e-01  6.32735936e-01  6.82236197e-01  4.24515256e-03 -1.48665769e-04 
 7.30100000e-05  1.80000000e+00  8.03796875e-01  6.32656489e-01  6.82356621e-01  4.24990751e-03 -1.44238265e-04 
 7.30300000e-05  1.80000000e+00  8.12133173e-01  6.32590587e-01  6.82450280e-01  4.25397557e-03 -1.41185601e-04 
 7.30500000e-05  1.80000000e+00  8.22278320e-01  6.32542268e-01  6.82515735e-01  4.25703956e-03 -1.39212147e-04 
 7.30700000e-05  1.80000000e+00  8.33161059e-01  6.32510513e-01  6.82557337e-01  4.25909677e-03 -1.38089718e-04 
 7.30900000e-05  1.80000000e+00  8.44244037e-01  6.32491747e-01  6.82581544e-01  4.26034255e-03 -1.37666223e-04 
 7.31100000e-05  1.80000000e+00  8.55316013e-01  6.32481877e-01  6.82594428e-01  4.26101212e-03 -1.37888956e-04 
 7.31300000e-05  1.80000000e+00  8.66329075e-01  6.32477491e-01  6.82600627e-01  4.26132516e-03 -1.38746334e-04 
 7.31500000e-05  1.80000000e+00  8.77307105e-01  6.32476149e-01  6.82603291e-01  4.26143024e-03 -1.40260129e-04 
 7.31700000e-05  1.80000000e+00  8.88302528e-01  6.32476299e-01  6.82604405e-01  4.26143556e-03 -1.42453055e-04 
 7.31900000e-05  1.80000000e+00  8.99373384e-01  6.32477027e-01  6.82605105e-01  4.26139498e-03 -1.45255023e-04 
 7.32100000e-05  1.80000000e+00  9.10570674e-01  6.32477816e-01  6.82605963e-01  4.26134871e-03 -1.48562773e-04 
 7.32300000e-05  1.80000000e+00  9.21934430e-01  6.32478291e-01  6.82607252e-01  4.26131283e-03 -1.52233759e-04 
 7.32500000e-05  1.80000000e+00  9.33487995e-01  6.32478295e-01  6.82609039e-01  4.26130789e-03 -1.56105435e-04 
 7.32700000e-05  1.80000000e+00  9.45226007e-01  6.32477941e-01  6.82611116e-01  4.26132360e-03 -1.60054791e-04 
 7.32900000e-05  1.80000000e+00  9.57079909e-01  6.32477626e-01  6.82612781e-01  4.26134769e-03 -1.63972133e-04 
 7.33100000e-05  1.80000000e+00  9.68799281e-01  6.32478324e-01  6.82612013e-01  4.26132805e-03 -1.67778025e-04 
 7.33300000e-05  1.80000000e+00  9.79566742e-01  6.32482917e-01  6.82602644e-01  4.26114176e-03 -1.71386326e-04 
 7.33500000e-05  1.80000000e+00  9.87283394e-01  6.32498607e-01  6.82570024e-01  4.26043855e-03 -1.74724365e-04 
 7.33700000e-05  1.80000000e+00  9.88511542e-01  6.32536491e-01  6.82495032e-01  4.25860677e-03 -1.77663985e-04 
 7.33900000e-05  1.80000000e+00  9.80075998e-01  6.32603443e-01  6.82371064e-01  4.25510388e-03 -1.80004326e-04 
 7.34100000e-05  1.80000000e+00  9.60927260e-01  6.32693582e-01  6.82214350e-01  4.25008105e-03 -1.81432058e-04 
 7.34300000e-05  1.80000000e+00  9.32666951e-01  6.32789485e-01  6.82056633e-01  4.24444132e-03 -1.81578368e-04 
 7.34500000e-05  1.80000000e+00  8.98958092e-01  6.32870916e-01  6.81931584e-01  4.23939638e-03 -1.80041997e-04 
 7.34700000e-05  1.80000000e+00  8.64639906e-01  6.32921308e-01  6.81865538e-01  4.23596534e-03 -1.76432422e-04 
 7.34900000e-05  1.80000000e+00  8.34764059e-01  6.32931150e-01  6.81872340e-01  4.23481784e-03 -1.70683386e-04 
 7.35100000e-05  1.80000000e+00  8.13224904e-01  6.32899726e-01  6.81947870e-01  4.23610501e-03 -1.63492998e-04 
 7.35300000e-05  1.80000000e+00  8.01516260e-01  6.32835806e-01  6.82069497e-01  4.23946382e-03 -1.56167844e-04 
 7.35500000e-05  1.80000000e+00  7.98657265e-01  6.32754932e-01  6.82206004e-01  4.24404175e-03 -1.49884531e-04 
 7.35700000e-05  1.80000000e+00  8.02308561e-01  6.32673633e-01  6.82331376e-01  4.24886775e-03 -1.45112366e-04 
 7.35900000e-05  1.80000000e+00  8.10015489e-01  6.32604072e-01  6.82431545e-01  4.25313311e-03 -1.41772699e-04 
 7.36100000e-05  1.80000000e+00  8.19867343e-01  6.32551692e-01  6.82503173e-01  4.25643624e-03 -1.39577080e-04 
 7.36300000e-05  1.80000000e+00  8.30645892e-01  6.32516440e-01  6.82549655e-01  4.25870915e-03 -1.38277863e-04 
 7.36500000e-05  1.80000000e+00  8.41710726e-01  6.32495081e-01  6.82577241e-01  4.26011877e-03 -1.37702640e-04 
 7.36700000e-05  1.80000000e+00  8.52793468e-01  6.32483531e-01  6.82592233e-01  4.26089861e-03 -1.37780928e-04 
 7.36900000e-05  1.80000000e+00  8.63819476e-01  6.32478142e-01  6.82599623e-01  4.26127662e-03 -1.38491442e-04 
 7.37100000e-05  1.80000000e+00  8.74801340e-01  6.32476278e-01  6.82602879e-01  4.26141879e-03 -1.39852421e-04 
 7.37300000e-05  1.80000000e+00  8.85787650e-01  6.32476187e-01  6.82604220e-01  4.26143945e-03 -1.41896864e-04 
 7.37500000e-05  1.80000000e+00  8.96836510e-01  6.32476840e-01  6.82604947e-01  4.26140643e-03 -1.44565210e-04 
 7.37700000e-05  1.80000000e+00  9.08000904e-01  6.32477650e-01  6.82605736e-01  4.26135841e-03 -1.47769346e-04 
 7.37900000e-05  1.80000000e+00  9.19323846e-01  6.32478225e-01  6.82606912e-01  4.26131931e-03 -1.51372511e-04 
 7.38100000e-05  1.80000000e+00  9.30833281e-01  6.32478332e-01  6.82608592e-01  4.26130591e-03 -1.55210255e-04 
 7.38300000e-05  1.80000000e+00  9.42532205e-01  6.32478041e-01  6.82610642e-01  4.26131916e-03 -1.59152707e-04 
 7.38500000e-05  1.80000000e+00  9.54372033e-01  6.32477656e-01  6.82612509e-01  4.26134278e-03 -1.63084776e-04 
 7.38700000e-05  1.80000000e+00  9.66164260e-01  6.32477975e-01  6.82612622e-01  4.26134149e-03 -1.66923996e-04 
 7.38900000e-05  1.80000000e+00  9.77278149e-01  6.32481229e-01  6.82606167e-01  4.26121190e-03 -1.70583288e-04 
 7.39100000e-05  1.80000000e+00  9.85964218e-01  6.32493462e-01  6.82580620e-01  4.26067536e-03 -1.73992220e-04 
 7.39300000e-05  1.80000000e+00  9.89006470e-01  6.32525314e-01  6.82516675e-01  4.25916125e-03 -1.77036805e-04 
 7.39500000e-05  1.80000000e+00  9.82972804e-01  6.32585611e-01  6.82403289e-01  4.25606169e-03 -1.79538886e-04 
 7.39700000e-05  1.80000000e+00  9.66223721e-01  6.32671682e-01  6.82251586e-01  4.25132674e-03 -1.81204724e-04 
 7.39900000e-05  1.80000000e+00  9.39788270e-01  6.32768086e-01  6.82091030e-01  4.24572532e-03 -1.81678940e-04 
 7.40100000e-05  1.80000000e+00  9.06930409e-01  6.32854492e-01  6.81955821e-01  4.24044071e-03 -1.80566955e-04 
 7.40300000e-05  1.80000000e+00  8.72292314e-01  6.32913130e-01  6.81874473e-01  4.23656791e-03 -1.77458395e-04 
 7.40500000e-05  1.80000000e+00  8.40985490e-01  6.32932683e-01  6.81864207e-01  4.23486113e-03 -1.72168941e-04 
 7.40700000e-05  1.80000000e+00  8.17302119e-01  6.32910277e-01  6.81925391e-01  4.23560470e-03 -1.65206321e-04 
 7.40900000e-05  1.80000000e+00  8.03347536e-01  6.32852599e-01  6.82039137e-01  4.23854848e-03 -1.57788518e-04 
 7.41100000e-05  1.80000000e+00  7.98639214e-01  6.32774085e-01  6.82174907e-01  4.24293580e-03 -1.51197546e-04 
 7.41300000e-05  1.80000000e+00  8.01025558e-01  6.32691580e-01  6.82304533e-01  4.24778577e-03 -1.46071166e-04 
 7.41500000e-05  1.80000000e+00  8.07996206e-01  6.32618602e-01  6.82411111e-01  4.25223246e-03 -1.42426511e-04 
 7.41700000e-05  1.80000000e+00  8.17488429e-01  6.32562120e-01  6.82489163e-01  4.25577111e-03 -1.39992910e-04 
 7.41900000e-05  1.80000000e+00  8.28128978e-01  6.32523152e-01  6.82540909e-01  4.25827319e-03 -1.38506944e-04 
 7.42100000e-05  1.80000000e+00  8.39162085e-01  6.32498964e-01  6.82572241e-01  4.25985917e-03 -1.37774517e-04 
 7.42300000e-05  1.80000000e+00  8.50252160e-01  6.32485518e-01  6.82589623e-01  4.26076357e-03 -1.37706793e-04 
 7.42500000e-05  1.80000000e+00  8.61292110e-01  6.32478985e-01  6.82598397e-01  4.26121513e-03 -1.38270288e-04 
 7.42700000e-05  1.80000000e+00  8.72280507e-01  6.32476497e-01  6.82602366e-01  4.26140108e-03 -1.39478301e-04 
 7.42900000e-05  1.80000000e+00  8.83260758e-01  6.32476115e-01  6.82604002e-01  4.26144062e-03 -1.41371316e-04 
 7.43100000e-05  1.80000000e+00  8.94290346e-01  6.32476658e-01  6.82604793e-01  4.26141701e-03 -1.43900125e-04 
 7.43300000e-05  1.80000000e+00  9.05423933e-01  6.32477472e-01  6.82605529e-01  4.26136899e-03 -1.46992018e-04 
 7.43500000e-05  1.80000000e+00  9.16707309e-01  6.32478131e-01  6.82606599e-01  4.26132685e-03 -1.50518593e-04 
 7.43700000e-05  1.80000000e+00  9.28172534e-01  6.32478350e-01  6.82608164e-01  4.26130594e-03 -1.54314808e-04 
 7.43900000e-05  1.80000000e+00  9.39829748e-01  6.32478134e-01  6.82610158e-01  4.26131471e-03 -1.58244693e-04 
 7.44100000e-05  1.80000000e+00  9.51646372e-01  6.32477720e-01  6.82612152e-01  4.26133731e-03 -1.62186833e-04 
 7.44300000e-05  1.80000000e+00  9.63481225e-01  6.32477763e-01  6.82612916e-01  4.26134824e-03 -1.66055471e-04 
 7.44500000e-05  1.80000000e+00  9.74852559e-01  6.32479989e-01  6.82608729e-01  4.26126272e-03 -1.69761952e-04 
 7.44700000e-05  1.80000000e+00  9.84335376e-01  6.32489342e-01  6.82589184e-01  4.26086101e-03 -1.73236881e-04 
 7.44900000e-05  1.80000000e+00  9.89006771e-01  6.32515660e-01  6.82535673e-01  4.25963189e-03 -1.76377126e-04 
 7.45100000e-05  1.80000000e+00  9.85295319e-01  6.32569130e-01  6.82433536e-01  4.25693197e-03 -1.79026636e-04 
 7.45300000e-05  1.80000000e+00  9.71012350e-01  6.32650266e-01  6.82288484e-01  4.25253056e-03 -1.80912995e-04 
 7.45500000e-05  1.80000000e+00  9.46584425e-01  6.32746059e-01  6.82126924e-01  4.24703053e-03 -1.81694760e-04 
 7.45700000e-05  1.80000000e+00  9.14831493e-01  6.32836507e-01  6.81983061e-01  4.24156651e-03 -1.80985693e-04 
 7.45900000e-05  1.80000000e+00  8.80150378e-01  6.32902803e-01  6.81887299e-01  4.23728878e-03 -1.78368423e-04 
 7.46100000e-05  1.80000000e+00  8.47643162e-01  6.32931943e-01  6.81859945e-01  4.23503877e-03 -1.73566208e-04 
 7.46300000e-05  1.80000000e+00  8.21923237e-01  6.32918945e-01  6.81905699e-01  4.23522124e-03 -1.66900711e-04 
 7.46500000e-05  1.80000000e+00  8.05686016e-01  6.32868321e-01  6.82009849e-01  4.23770947e-03 -1.59461054e-04 
 7.46700000e-05  1.80000000e+00  7.99002720e-01  6.32793097e-01  6.82143342e-01  4.24184971e-03 -1.52595604e-04 
 7.46900000e-05  1.80000000e+00  7.99983805e-01  6.32710114e-01  6.82276341e-01  4.24667863e-03 -1.47112712e-04 
 7.47100000e-05  1.80000000e+00  8.06105658e-01  6.32634075e-01  6.82389071e-01  4.25127841e-03 -1.43147172e-04 
 7.47300000e-05  1.80000000e+00  8.15164662e-01  6.32573523e-01  6.82473700e-01  4.25504887e-03 -1.40460205e-04 
 7.47500000e-05  1.80000000e+00  8.25627562e-01  6.32530673e-01  6.82531052e-01  4.25778601e-03 -1.38777099e-04 
 7.47700000e-05  1.80000000e+00  8.36611843e-01  6.32503427e-01  6.82566491e-01  4.25956344e-03 -1.37881997e-04 
 7.47900000e-05  1.80000000e+00  8.47704071e-01  6.32487874e-01  6.82586555e-01  4.26060355e-03 -1.37666659e-04 
 7.48100000e-05  1.80000000e+00  8.58758173e-01  6.32480042e-01  6.82596918e-01  4.26114030e-03 -1.38083684e-04 
 7.48300000e-05  1.80000000e+00  8.69755523e-01  6.32476826e-01  6.82601730e-01  4.26137505e-03 -1.39139540e-04 
 7.48500000e-05  1.80000000e+00  8.80732801e-01  6.32476092e-01  6.82603741e-01  4.26143919e-03 -1.40879760e-04 
 7.48700000e-05  1.80000000e+00  8.91746049e-01  6.32476489e-01  6.82604637e-01  4.26142569e-03 -1.43264461e-04 
 7.48900000e-05  1.80000000e+00  9.02851229e-01  6.32477285e-01  6.82605340e-01  4.26138058e-03 -1.46236521e-04 
 7.49100000e-05  1.80000000e+00  9.14096702e-01  6.32478011e-01  6.82606311e-01  4.26133495e-03 -1.49677889e-04 
 7.49300000e-05  1.80000000e+00  9.25518229e-01  6.32478343e-01  6.82607759e-01  4.26130823e-03 -1.53424836e-04 
 7.49500000e-05  1.80000000e+00  9.37132102e-01  6.32478217e-01  6.82609675e-01  4.26131045e-03 -1.57336091e-04 
 7.49700000e-05  1.80000000e+00  9.48918751e-01  6.32477805e-01  6.82611736e-01  4.26133185e-03 -1.61283441e-04 
 7.49900000e-05  1.80000000e+00  9.60773203e-01  6.32477655e-01  6.82612975e-01  4.26134999e-03 -1.65177280e-04 
 7.50100000e-05  1.80000000e+00  9.72329872e-01  6.32479102e-01  6.82610521e-01  4.26129846e-03 -1.68926972e-04 
 7.50300000e-05  1.80000000e+00  9.82451017e-01  6.32486114e-01  6.82595936e-01  4.26100338e-03 -1.72463191e-04 
 7.50500000e-05  1.80000000e+00  9.88552415e-01  6.32507488e-01  6.82551998e-01  4.26002315e-03 -1.75690644e-04 
 7.50700000e-05  1.80000000e+00  9.87043493e-01  6.32554172e-01  6.82461428e-01  4.25770798e-03 -1.78473680e-04 
 7.50900000e-05  1.80000000e+00  9.75251659e-01  6.32629654e-01  6.82324488e-01  4.25367459e-03 -1.80562715e-04 
 7.51100000e-05  1.80000000e+00  9.52983705e-01  6.32723737e-01  6.82163777e-01  4.24833750e-03 -1.81631234e-04 
 7.51300000e-05  1.80000000e+00  9.22572644e-01  6.32817215e-01  6.82012898e-01  4.24275717e-03 -1.81302052e-04 
 7.51500000e-05  1.80000000e+00  8.88124532e-01  6.32890469e-01  6.81903824e-01  4.23811861e-03 -1.79159787e-04 
 7.51700000e-05  1.80000000e+00  8.54668801e-01  6.32928921e-01  6.81859655e-01  4.23534846e-03 -1.74860183e-04 
 7.51900000e-05  1.80000000e+00  8.27059472e-01  6.32925575e-01  6.81889180e-01  4.23496221e-03 -1.68552627e-04 
 7.52100000e-05  1.80000000e+00  8.08540762e-01  6.32882714e-01  6.81982128e-01  4.23696029e-03 -1.61166145e-04 
 7.52300000e-05  1.80000000e+00  7.99776625e-01  6.32811700e-01  6.82111714e-01  4.24079986e-03 -1.54070131e-04 
 7.52500000e-05  1.80000000e+00  7.99214933e-01  6.32729038e-01  6.82247029e-01  4.24555860e-03 -1.48235878e-04 
 7.52700000e-05  1.80000000e+00  8.04370042e-01  6.32650394e-01  6.82365510e-01  4.25027856e-03 -1.43935960e-04 
 7.52900000e-05  1.80000000e+00  8.12914774e-01  6.32585880e-01  6.82456777e-01  4.25427113e-03 -1.40980292e-04 
 7.53100000e-05  1.80000000e+00  8.23154078e-01  6.32539028e-01  6.82520031e-01  4.25724722e-03 -1.39089015e-04 
 7.53300000e-05  1.80000000e+00  8.34068487e-01  6.32508508e-01  6.82559931e-01  4.25922885e-03 -1.38025229e-04 
 7.53500000e-05  1.80000000e+00  8.45155681e-01  6.32490635e-01  6.82582980e-01  4.26041687e-03 -1.37660327e-04 
 7.53700000e-05  1.80000000e+00  8.56223236e-01  6.32481339e-01  6.82595150e-01  4.26104986e-03 -1.37931531e-04 
 7.53900000e-05  1.80000000e+00  8.67231588e-01  6.32477282e-01  6.82600951e-01  4.26134006e-03 -1.38836595e-04 
 7.54100000e-05  1.80000000e+00  8.78208910e-01  6.32476128e-01  6.82603424e-01  4.26143388e-03 -1.40423712e-04 
 7.54300000e-05  1.80000000e+00  8.89208864e-01  6.32476340e-01  6.82604472e-01  4.26143258e-03 -1.42660915e-04 
 7.54500000e-05  1.80000000e+00  9.00288240e-01  6.32477094e-01  6.82605167e-01  4.26139236e-03 -1.45506449e-04 
 7.54700000e-05  1.80000000e+00  9.11497750e-01  6.32477870e-01  6.82606050e-01  4.26134391e-03 -1.48854251e-04 
 7.54900000e-05  1.80000000e+00  9.22876523e-01  6.32478310e-01  6.82607381e-01  4.26131232e-03 -1.52544022e-04 
 7.55100000e-05  1.80000000e+00  9.34446185e-01  6.32478286e-01  6.82609203e-01  4.26130710e-03 -1.56430261e-04 
 7.55300000e-05  1.80000000e+00  9.46197902e-01  6.32477900e-01  6.82611284e-01  4.26132638e-03 -1.60377750e-04 
 7.55500000e-05  1.80000000e+00  9.58054640e-01  6.32477621e-01  6.82612860e-01  4.26134852e-03 -1.64292410e-04 
 7.55700000e-05  1.80000000e+00  9.69740016e-01  6.32478488e-01  6.82611713e-01  4.26132237e-03 -1.68081229e-04 
 7.55900000e-05  1.80000000e+00  9.80360667e-01  6.32483635e-01  6.82601136e-01  4.26111065e-03 -1.71674270e-04 
 7.56100000e-05  1.80000000e+00  9.87690810e-01  6.32500698e-01  6.82565754e-01  4.26034221e-03 -1.74981472e-04 
 7.56300000e-05  1.80000000e+00  9.88233877e-01  6.32540818e-01  6.82486733e-01  4.25838841e-03 -1.77885101e-04 
 7.56500000e-05  1.80000000e+00  9.78920258e-01  6.32610092e-01  6.82359144e-01  4.25474531e-03 -1.80159325e-04 
 7.56700000e-05  1.80000000e+00  9.58935022e-01  6.32701415e-01  6.82201101e-01  4.24962931e-03 -1.81494094e-04 
 7.56900000e-05  1.80000000e+00  9.30084025e-01  6.32796863e-01  6.82044935e-01  4.24399699e-03 -1.81521599e-04 
 7.57100000e-05  1.80000000e+00  8.96138722e-01  6.32876284e-01  6.81923811e-01  4.23904745e-03 -1.79834060e-04 
 7.57300000e-05  1.80000000e+00  8.61998949e-01  6.32923657e-01  6.81863343e-01  4.23578593e-03 -1.76041947e-04 
 7.57500000e-05  1.80000000e+00  8.32679455e-01  6.32930066e-01  6.81876116e-01  4.23483185e-03 -1.70142943e-04 
 7.57700000e-05  1.80000000e+00  8.11916219e-01  6.32895573e-01  6.81956406e-01  4.23631143e-03 -1.62885589e-04 
 7.57900000e-05  1.80000000e+00  8.00986531e-01  6.32829663e-01  6.82080399e-01  4.23980033e-03 -1.55612510e-04 
 7.58100000e-05  1.80000000e+00  7.98748484e-01  6.32748168e-01  6.82216821e-01  4.24443717e-03 -1.49439981e-04 
 7.58300000e-05  1.80000000e+00  8.02813647e-01  6.32667463e-01  6.82340510e-01  4.24924008e-03 -1.44795041e-04 
 7.58500000e-05  1.80000000e+00  8.10755293e-01  6.32599170e-01  6.82438377e-01  4.25343963e-03 -1.41555308e-04 
 7.58700000e-05  1.80000000e+00  8.20718219e-01  6.32548242e-01  6.82507786e-01  4.25665604e-03 -1.39443968e-04 
 7.58900000e-05  1.80000000e+00  8.31537233e-01  6.32514250e-01  6.82552494e-01  4.25885269e-03 -1.38204635e-04 
 7.59100000e-05  1.80000000e+00  8.42609882e-01  6.32493842e-01  6.82578842e-01  4.26020137e-03 -1.37687587e-04 
 7.59300000e-05  1.80000000e+00  8.53689125e-01  6.32482907e-01  6.82593055e-01  4.26094165e-03 -1.37813346e-04 
 7.59500000e-05  1.80000000e+00  8.64710081e-01  6.32477886e-01  6.82600001e-01  4.26129507e-03 -1.38569177e-04 
 7.59700000e-05  1.80000000e+00  8.75690044e-01  6.32476237e-01  6.82603031e-01  4.26142356e-03 -1.39995866e-04 
 7.59900000e-05  1.80000000e+00  8.86679593e-01  6.32476224e-01  6.82604286e-01  4.26143711e-03 -1.42095208e-04 
 7.60100000e-05  1.80000000e+00  8.97736216e-01  6.32476904e-01  6.82605005e-01  4.26140361e-03 -1.44806418e-04 
 7.60300000e-05  1.80000000e+00  9.08912129e-01  6.32477711e-01  6.82605816e-01  4.26135390e-03 -1.48051355e-04 
 7.60500000e-05  1.80000000e+00  9.20249467e-01  6.32478248e-01  6.82607031e-01  4.26131781e-03 -1.51675199e-04 
 7.60700000e-05  1.80000000e+00  9.31774676e-01  6.32478335e-01  6.82608747e-01  4.26130532e-03 -1.55529396e-04 
 7.60900000e-05  1.80000000e+00  9.43487889e-01  6.32477997e-01  6.82610810e-01  4.26132090e-03 -1.59471620e-04 
 7.61100000e-05  1.80000000e+00  9.55333973e-01  6.32477640e-01  6.82612620e-01  4.26134520e-03 -1.63402583e-04 
 7.61300000e-05  1.80000000e+00  9.67104522e-01  6.32478080e-01  6.82612450e-01  4.26133709e-03 -1.67226390e-04 
 7.61500000e-05  1.80000000e+00  9.78107421e-01  6.32481766e-01  6.82605047e-01  4.26119021e-03 -1.70872002e-04 
 7.61700000e-05  1.80000000e+00  9.86472158e-01  6.32495153e-01  6.82577129e-01  4.26059774e-03 -1.74252468e-04 
 7.61900000e-05  1.80000000e+00  9.88894546e-01  6.32529080e-01  6.82509339e-01  4.25897583e-03 -1.77265035e-04 
 7.62100000e-05  1.80000000e+00  9.82011776e-01  6.32591770e-01  6.82392087e-01  4.25573323e-03 -1.79707740e-04 
 7.62300000e-05  1.80000000e+00  9.64403154e-01  6.32679353e-01  6.82238461e-01  4.25089126e-03 -1.81288940e-04 
 7.62500000e-05  1.80000000e+00  9.37311141e-01  6.32775684e-01  6.82078792e-01  4.24527136e-03 -1.81650605e-04 
 7.62700000e-05  1.80000000e+00  9.04129162e-01  6.32860410e-01  6.81947005e-01  4.24006517e-03 -1.80395526e-04 
 7.62900000e-05  1.80000000e+00  8.69575955e-01  6.32916211e-01  6.81870951e-01  4.23634577e-03 -1.77107406e-04 
 7.63100000e-05  1.80000000e+00  8.38750895e-01  6.32932361e-01  6.81866701e-01  4.23483201e-03 -1.71656741e-04 
 7.63300000e-05  1.80000000e+00  8.15813414e-01  6.32906734e-01  6.81933051e-01  4.23577092e-03 -1.64602461e-04 
 7.63500000e-05  1.80000000e+00  8.02655716e-01  6.32846779e-01  6.82049753e-01  4.23886324e-03 -1.57213943e-04 
 7.63700000e-05  1.80000000e+00  7.98612848e-01  6.32767333e-01  6.82185934e-01  4.24332500e-03 -1.50724590e-04 
 7.63900000e-05  1.80000000e+00  8.01459679e-01  6.32685189e-01  6.82314144e-01  4.24816979e-03 -1.45727389e-04 
 7.64100000e-05  1.80000000e+00  8.08701212e-01  6.32613375e-01  6.82418483e-01  4.25255604e-03 -1.42188230e-04 
 7.64300000e-05  1.80000000e+00  8.18327500e-01  6.32558346e-01  6.82494251e-01  4.25601140e-03 -1.39843886e-04 
 7.64500000e-05  1.80000000e+00  8.29020504e-01  6.32520700e-01  6.82544104e-01  4.25843208e-03 -1.38421017e-04 
 7.64700000e-05  1.80000000e+00  8.40066373e-01  6.32497540e-01  6.82574078e-01  4.25995448e-03 -1.37748355e-04 
 7.64900000e-05  1.80000000e+00  8.51154290e-01  6.32484778e-01  6.82590588e-01  4.26081332e-03 -1.37728473e-04 
 7.65100000e-05  1.80000000e+00  8.62188919e-01  6.32478661e-01  6.82598853e-01  4.26123878e-03 -1.38336509e-04 
 7.65300000e-05  1.80000000e+00  8.73174792e-01  6.32476426e-01  6.82602556e-01  4.26140747e-03 -1.39618951e-04 
 7.65500000e-05  1.80000000e+00  8.84157423e-01  6.32476130e-01  6.82604084e-01  4.26143991e-03 -1.41554652e-04 
 7.65700000e-05  1.80000000e+00  8.95193486e-01  6.32476720e-01  6.82604849e-01  4.26141450e-03 -1.44130211e-04 
 7.65900000e-05  1.80000000e+00  9.06337599e-01  6.32477539e-01  6.82605599e-01  4.26136415e-03 -1.47267010e-04 
 7.66100000e-05  1.80000000e+00  9.17634830e-01  6.32478164e-01  6.82606707e-01  4.26132492e-03 -1.50818053e-04 
 7.66300000e-05  1.80000000e+00  9.29115646e-01  6.32478349e-01  6.82608313e-01  4.26130502e-03 -1.54633816e-04 
 7.66500000e-05  1.80000000e+00  9.40787845e-01  6.32478099e-01  6.82610330e-01  4.26131678e-03 -1.58564961e-04 
 7.66700000e-05  1.80000000e+00  9.52613453e-01  6.32477697e-01  6.82612285e-01  4.26133892e-03 -1.62507964e-04 
 7.66900000e-05  1.80000000e+00  9.64435846e-01  6.32477824e-01  6.82612839e-01  4.26134663e-03 -1.66362716e-04 
 7.67100000e-05  1.80000000e+00  9.75724054e-01  6.32480390e-01  6.82607908e-01  4.26124633e-03 -1.70056811e-04 
 7.67300000e-05  1.80000000e+00  9.84941102e-01  6.32490704e-01  6.82586342e-01  4.26079996e-03 -1.73504918e-04 
 7.67500000e-05  1.80000000e+00  9.89052931e-01  6.32518937e-01  6.82529193e-01  4.25947319e-03 -1.76616104e-04 
 7.67700000e-05  1.80000000e+00  9.84518745e-01  6.32574848e-01  6.82422974e-01  4.25663194e-03 -1.79211489e-04 
