 frequency              gain                  
 1.039122303835178e+02  1.595635226998500e+01 
 1.059253725177298e+02  1.595635226434564e+01 
 1.079775162327719e+02  1.595635225848572e+01 
 1.100694171252219e+02  1.595635225239573e+01 
 1.122018454301973e+02  1.595635224606860e+01 
 1.143755863049548e+02  1.595635223949362e+01 
 1.165914401179842e+02  1.595635223266115e+01 
 1.188502227437029e+02  1.595635222556185e+01 
 1.211527658628599e+02  1.595635221818414e+01 
 1.234999172687595e+02  1.595635221051796e+01 
 1.258925411794178e+02  1.595635220255190e+01 
 1.283315185557662e+02  1.595635219427423e+01 
 1.308177474260206e+02  1.595635218567242e+01 
 1.333521432163336e+02  1.595635217673470e+01 
 1.359356390878538e+02  1.595635216744775e+01 
 1.385691862803140e+02  1.595635215779547e+01 
 1.412537544622767e+02  1.595635214776726e+01 
 1.439903320881646e+02  1.595635213734718e+01 
 1.467799267622083e+02  1.595635212651924e+01 
 1.496235656094447e+02  1.595635211526645e+01 
 1.525222956539033e+02  1.595635210357343e+01 
 1.554771842041188e+02  1.595635209142408e+01 
 1.584893192461128e+02  1.595635207879890e+01 
 1.615598098439889e+02  1.595635206567897e+01 
 1.646897865482883e+02  1.595635205204830e+01 
 1.678804018122576e+02  1.595635203788136e+01 
 1.711328304161796e+02  1.595635202316165e+01 
 1.744482698999270e+02  1.595635200786643e+01 
 1.778279410038939e+02  1.595635199197285e+01 
 1.812730881184716e+02  1.595635197545676e+01 
 1.847849797422308e+02  1.595635195829366e+01 
 1.883649089489818e+02  1.595635194046073e+01 
 1.920141938638820e+02  1.595635192192942e+01 
 1.957341781487679e+02  1.595635190267275e+01 
 1.995262314968899e+02  1.595635188266338e+01 
 2.033917501372311e+02  1.595635186187189e+01 
 2.073321573485975e+02  1.595635184026593e+01 
 2.113489039836667e+02  1.595635181781421e+01 
 2.154434690031904e+02  1.595635179448556e+01 
 2.196173600205457e+02  1.595635177024228e+01 
 2.238721138568361e+02  1.595635174505172e+01 
 2.282092971067473e+02  1.595635171887672e+01 
 2.326305067153649e+02  1.595635169167601e+01 
 2.371373705661678e+02  1.595635166341177e+01 
 2.417315480804128e+02  1.595635163404267e+01 
 2.464147308281306e+02  1.595635160352240e+01 
 2.511886431509605e+02  1.595635157180968e+01 
 2.560550427970502e+02  1.595635153885623e+01 
