 frequency       onoise_spectrum inoise_spectrum
 7.76247117e+03  1.83201429e-07  5.73644755e-09 
 7.94328235e+03  1.82107813e-07  5.70221623e-09 
 8.12830516e+03  1.81029284e-07  5.66845771e-09 
 8.31763771e+03  1.79965680e-07  5.63516700e-09 
 8.51138038e+03  1.78916842e-07  5.60233911e-09 
 8.70963590e+03  1.77882611e-07  5.56996911e-09 
 8.91250938e+03  1.76862831e-07  5.53805210e-09 
 9.12010839e+03  1.75857345e-07  5.50658318e-09 
 9.33254301e+03  1.74865996e-07  5.47555752e-09 
 9.54992586e+03  1.73888631e-07  5.44497031e-09 
 9.77237221e+03  1.72925096e-07  5.41481675e-09 
 1.00000000e+04  1.71975239e-07  5.38509211e-09 
 1.02329299e+04  1.71038907e-07  5.35579165e-09 
 1.04712855e+04  1.70115950e-07  5.32691069e-09 
 1.07151931e+04  1.69206217e-07  5.29844456e-09 
 1.09647820e+04  1.68309561e-07  5.27038864e-09 
 1.12201845e+04  1.67425833e-07  5.24273832e-09 
 1.14815362e+04  1.66554886e-07  5.21548903e-09 
 1.17489755e+04  1.65696573e-07  5.18863625e-09 
 1.20226443e+04  1.64850749e-07  5.16217544e-09 
 1.23026877e+04  1.64017271e-07  5.13610214e-09 
 1.25892541e+04  1.63195994e-07  5.11041189e-09 
 1.28824955e+04  1.62386775e-07  5.08510027e-09 
 1.31825674e+04  1.61589474e-07  5.06016288e-09 
 1.34896288e+04  1.60803948e-07  5.03559537e-09 
 1.38038426e+04  1.60030058e-07  5.01139340e-09 
 1.41253754e+04  1.59267666e-07  4.98755267e-09 
 1.44543977e+04  1.58516631e-07  4.96406890e-09 
 1.47910839e+04  1.57776818e-07  4.94093784e-09 
 1.51356125e+04  1.57048089e-07  4.91815529e-09 
 1.54881662e+04  1.56330308e-07  4.89571704e-09 
 1.58489319e+04  1.55623341e-07  4.87361896e-09 
 1.62181010e+04  1.54927054e-07  4.85185689e-09 
 1.65958691e+04  1.54241313e-07  4.83042676e-09 
 1.69824365e+04  1.53565985e-07  4.80932449e-09 
 1.73780083e+04  1.52900940e-07  4.78854603e-09 
 1.77827941e+04  1.52246047e-07  4.76808739e-09 
 1.81970086e+04  1.51601175e-07  4.74794457e-09 
 1.86208714e+04  1.50966196e-07  4.72811362e-09 
 1.90546072e+04  1.50340980e-07  4.70859063e-09 
 1.94984460e+04  1.49725401e-07  4.68937170e-09 
 1.99526231e+04  1.49119332e-07  4.67045296e-09 
 2.04173794e+04  1.48522647e-07  4.65183060e-09 
 2.08929613e+04  1.47935221e-07  4.63350079e-09 
 2.13796209e+04  1.47356929e-07  4.61545978e-09 
 2.18776162e+04  1.46787648e-07  4.59770381e-09 
 2.23872114e+04  1.46227255e-07  4.58022917e-09 
 2.29086765e+04  1.45675629e-07  4.56303219e-09 
 2.34422882e+04  1.45132647e-07  4.54610920e-09 
 2.39883292e+04  1.44598189e-07  4.52945659e-09 
 2.45470892e+04  1.44072136e-07  4.51307076e-09 
 2.51188643e+04  1.43554369e-07  4.49694815e-09 
 2.57039578e+04  1.43044769e-07  4.48108523e-09 
 2.63026799e+04  1.42543219e-07  4.46547850e-09 
 2.69153480e+04  1.42049601e-07  4.45012448e-09 
 2.75422870e+04  1.41563801e-07  4.43501974e-09 
 2.81838293e+04  1.41085701e-07  4.42016087e-09 
 2.88403150e+04  1.40615189e-07  4.40554449e-09 
 2.95120923e+04  1.40152148e-07  4.39116725e-09 
 3.01995172e+04  1.39696467e-07  4.37702584e-09 
 3.09029543e+04  1.39248031e-07  4.36311696e-09 
 3.16227766e+04  1.38806730e-07  4.34943737e-09 
 3.23593657e+04  1.38372450e-07  4.33598383e-09 
 3.31131121e+04  1.37945082e-07  4.32275316e-09 
 3.38844156e+04  1.37524515e-07  4.30974219e-09 
 3.46736850e+04  1.37110639e-07  4.29694779e-09 
 3.54813389e+04  1.36703345e-07  4.28436686e-09 
 3.63078055e+04  1.36302523e-07  4.27199634e-09 
 3.71535229e+04  1.35908066e-07  4.25983317e-09 
 3.80189396e+04  1.35519866e-07  4.24787436e-09 
 3.89045145e+04  1.35137815e-07  4.23611692e-09 
 3.98107171e+04  1.34761806e-07  4.22455792e-09 
 4.07380278e+04  1.34391733e-07  4.21319444e-09 
 4.16869383e+04  1.34027489e-07  4.20202359e-09 
 4.26579519e+04  1.33668969e-07  4.19104253e-09 
 4.36515832e+04  1.33316067e-07  4.18024842e-09 
 4.46683592e+04  1.32968678e-07  4.16963849e-09 
 4.57088190e+04  1.32626696e-07  4.15920996e-09 
 4.67735141e+04  1.32290017e-07  4.14896011e-09 
 4.78630092e+04  1.31958536e-07  4.13888625e-09 
 4.89778819e+04  1.31632149e-07  4.12898570e-09 
 5.01187234e+04  1.31310750e-07  4.11925583e-09 
 5.12861384e+04  1.30994236e-07  4.10969403e-09 
 5.24807460e+04  1.30682503e-07  4.10029773e-09 
 5.37031796e+04  1.30375445e-07  4.09106438e-09 
 5.49540874e+04  1.30072958e-07  4.08199146e-09 
 5.62341325e+04  1.29774937e-07  4.07307649e-09 
 5.75439937e+04  1.29481278e-07  4.06431701e-09 
 5.88843655e+04  1.29191875e-07  4.05571060e-09 
