 frequency       gain_db         phase_raw_deg	manifest_sha256
 1.58489319e+00  6.52025949e+01 -8.41626908e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.61559810e+00  6.52025949e+01 -8.59498022e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.64689787e+00  6.52025949e+01 -8.77685603e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.67880402e+00  6.52025949e+01 -8.96196347e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.71132830e+00  6.52025949e+01 -9.15037069e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.74448270e+00  6.52025949e+01 -9.34214706e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.77827941e+00  6.52025949e+01 -9.53736320e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.81273088e+00  6.52025949e+01 -9.73609098e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.84784980e+00  6.52025949e+01 -9.93840357e-03	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.88364909e+00  6.52025949e+01 -1.01443755e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.92014194e+00  6.52025949e+01 -1.03540825e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.95734178e+00  6.52025949e+01 -1.05676019e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.99526231e+00  6.52025949e+01 -1.07850123e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.03391750e+00  6.52025948e+01 -1.10063937e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.07332157e+00  6.52025948e+01 -1.12318277e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.11348904e+00  6.52025948e+01 -1.14613972e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.15443469e+00  6.52025948e+01 -1.16951867e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.19617360e+00  6.52025948e+01 -1.19332825e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.23872114e+00  6.52025948e+01 -1.21757720e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.28209297e+00  6.52025948e+01 -1.24227446e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.32630507e+00  6.52025948e+01 -1.26742913e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.37137371e+00  6.52025948e+01 -1.29305046e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.41731548e+00  6.52025948e+01 -1.31914790e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.46414731e+00  6.52025948e+01 -1.34573104e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.51188643e+00  6.52025948e+01 -1.37280967e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.56055043e+00  6.52025948e+01 -1.40039378e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.61015722e+00  6.52025947e+01 -1.42849350e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.66072506e+00  6.52025947e+01 -1.45711920e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.71227258e+00  6.52025947e+01 -1.48628141e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.76481875e+00  6.52025947e+01 -1.51599086e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.81838293e+00  6.52025947e+01 -1.54625850e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.87298483e+00  6.52025947e+01 -1.57709546e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.92864456e+00  6.52025947e+01 -1.60851312e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.98538262e+00  6.52025947e+01 -1.64052302e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.04321989e+00  6.52025946e+01 -1.67313696e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.10217766e+00  6.52025946e+01 -1.70636695e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.16227766e+00  6.52025946e+01 -1.74022522e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.22354200e+00  6.52025946e+01 -1.77472424e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.28599325e+00  6.52025946e+01 -1.80987671e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.34965439e+00  6.52025946e+01 -1.84569558e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.41454887e+00  6.52025945e+01 -1.88219403e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.48070059e+00  6.52025945e+01 -1.91938549e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.54813389e+00  6.52025945e+01 -1.95728368e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.61687361e+00  6.52025945e+01 -1.99590253e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.68694506e+00  6.52025945e+01 -2.03525627e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.75837404e+00  6.52025944e+01 -2.07535939e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.83118685e+00  6.52025944e+01 -2.11622665e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.90541029e+00  6.52025944e+01 -2.15787311e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.98107171e+00  6.52025944e+01 -2.20031409e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.05819894e+00  6.52025943e+01 -2.24356522e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.13682040e+00  6.52025943e+01 -2.28764243e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.21696503e+00  6.52025943e+01 -2.33256195e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.29866235e+00  6.52025943e+01 -2.37834031e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.38194242e+00  6.52025942e+01 -2.42499438e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.46683592e+00  6.52025942e+01 -2.47254132e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.55337410e+00  6.52025942e+01 -2.52099865e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.64158883e+00  6.52025941e+01 -2.57038420e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.73151259e+00  6.52025941e+01 -2.62071617e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.82317848e+00  6.52025941e+01 -2.67201309e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.91662026e+00  6.52025940e+01 -2.72429383e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.01187234e+00  6.52025940e+01 -2.77757765e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.10896977e+00  6.52025940e+01 -2.83188418e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.20794833e+00  6.52025939e+01 -2.88723340e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.30884444e+00  6.52025939e+01 -2.94364569e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.41169527e+00  6.52025938e+01 -3.00114183e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.51653867e+00  6.52025938e+01 -3.05974298e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.62341325e+00  6.52025937e+01 -3.11947073e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.73235837e+00  6.52025937e+01 -3.18034706e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.84341413e+00  6.52025936e+01 -3.24239439e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 5.95662144e+00  6.52025936e+01 -3.30563557e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.07202196e+00  6.52025935e+01 -3.37009387e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.18965819e+00  6.52025935e+01 -3.43579304e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.30957344e+00  6.52025934e+01 -3.50275726e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.43181188e+00  6.52025933e+01 -3.57101119e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.55641849e+00  6.52025933e+01 -3.64057996e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.68343918e+00  6.52025932e+01 -3.71148918e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.81292069e+00  6.52025931e+01 -3.78376497e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 6.94491071e+00  6.52025930e+01 -3.85743393e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 7.07945784e+00  6.52025930e+01 -3.93252320e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 7.21661162e+00  6.52025929e+01 -4.00906041e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 7.35642254e+00  6.52025928e+01 -4.08707375e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 7.49894209e+00  6.52025927e+01 -4.16659195e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 7.64422274e+00  6.52025926e+01 -4.24764427e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 7.79231798e+00  6.52025925e+01 -4.33026057e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 7.94328235e+00  6.52025924e+01 -4.41447127e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 8.09717142e+00  6.52025923e+01 -4.50030736e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 8.25404185e+00  6.52025922e+01 -4.58780046e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 8.41395142e+00  6.52025921e+01 -4.67698278e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 8.57695899e+00  6.52025920e+01 -4.76788715e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 8.74312458e+00  6.52025919e+01 -4.86054705e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 8.91250938e+00  6.52025918e+01 -4.95499659e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 9.08517576e+00  6.52025916e+01 -5.05127055e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 9.26118728e+00  6.52025915e+01 -5.14940438e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 9.44060876e+00  6.52025914e+01 -5.24943421e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 9.62350626e+00  6.52025912e+01 -5.35139687e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 9.80994713e+00  6.52025911e+01 -5.45532990e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.00000000e+01  6.52025909e+01 -5.56127158e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.01937349e+01  6.52025908e+01 -5.66926090e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.03912230e+01  6.52025906e+01 -5.77933763e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.05925373e+01  6.52025904e+01 -5.89154230e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.07977516e+01  6.52025902e+01 -6.00591621e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.10069417e+01  6.52025901e+01 -6.12250150e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.12201845e+01  6.52025899e+01 -6.24134107e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.14375586e+01  6.52025897e+01 -6.36247869e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.16591440e+01  6.52025895e+01 -6.48595896e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.18850223e+01  6.52025892e+01 -6.61182734e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.21152766e+01  6.52025890e+01 -6.74013018e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.23499917e+01  6.52025888e+01 -6.87091472e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.25892541e+01  6.52025885e+01 -7.00422911e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.28331519e+01  6.52025883e+01 -7.14012243e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.30817747e+01  6.52025880e+01 -7.27864473e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.33352143e+01  6.52025877e+01 -7.41984700e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.35935639e+01  6.52025875e+01 -7.56378124e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.38569186e+01  6.52025872e+01 -7.71050045e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.41253754e+01  6.52025869e+01 -7.86005863e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.43990332e+01  6.52025865e+01 -8.01251086e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.46779927e+01  6.52025862e+01 -8.16791327e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.49623566e+01  6.52025859e+01 -8.32632309e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.52522296e+01  6.52025855e+01 -8.48779862e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.55477184e+01  6.52025851e+01 -8.65239933e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.58489319e+01  6.52025847e+01 -8.82018583e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.61559810e+01  6.52025843e+01 -8.99121988e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.64689787e+01  6.52025839e+01 -9.16556447e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.67880402e+01  6.52025835e+01 -9.34328379e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.71132830e+01  6.52025830e+01 -9.52444326e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.74448270e+01  6.52025826e+01 -9.70910960e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.77827941e+01  6.52025821e+01 -9.89735079e-02	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.81273088e+01  6.52025816e+01 -1.00892361e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.84784980e+01  6.52025810e+01 -1.02848363e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.88364909e+01  6.52025805e+01 -1.04842233e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.92014194e+01  6.52025799e+01 -1.06874705e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.95734178e+01  6.52025793e+01 -1.08946529e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 1.99526231e+01  6.52025787e+01 -1.11058465e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.03391750e+01  6.52025781e+01 -1.13211293e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.07332157e+01  6.52025774e+01 -1.15405805e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.11348904e+01  6.52025767e+01 -1.17642808e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.15443469e+01  6.52025760e+01 -1.19923127e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.19617360e+01  6.52025753e+01 -1.22247601e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.23872114e+01  6.52025745e+01 -1.24617086e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.28209297e+01  6.52025737e+01 -1.27032454e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.32630507e+01  6.52025729e+01 -1.29494595e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.37137371e+01  6.52025720e+01 -1.32004415e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.41731548e+01  6.52025711e+01 -1.34562838e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.46414731e+01  6.52025702e+01 -1.37170806e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.51188643e+01  6.52025692e+01 -1.39829279e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.56055043e+01  6.52025682e+01 -1.42539236e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.61015722e+01  6.52025671e+01 -1.45301676e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.66072506e+01  6.52025660e+01 -1.48117614e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.71227258e+01  6.52025649e+01 -1.50988088e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.76481875e+01  6.52025637e+01 -1.53914155e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.81838293e+01  6.52025625e+01 -1.56896892e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.87298483e+01  6.52025612e+01 -1.59937396e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.92864456e+01  6.52025599e+01 -1.63036789e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 2.98538262e+01  6.52025585e+01 -1.66196209e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.04321989e+01  6.52025571e+01 -1.69416822e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.10217766e+01  6.52025556e+01 -1.72699812e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.16227766e+01  6.52025541e+01 -1.76046389e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.22354200e+01  6.52025525e+01 -1.79457784e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.28599325e+01  6.52025508e+01 -1.82935253e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.34965439e+01  6.52025491e+01 -1.86480077e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.41454887e+01  6.52025473e+01 -1.90093561e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.48070059e+01  6.52025454e+01 -1.93777035e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.54813389e+01  6.52025435e+01 -1.97531855e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.61687361e+01  6.52025415e+01 -2.01359404e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.68694506e+01  6.52025394e+01 -2.05261091e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.75837404e+01  6.52025372e+01 -2.09238352e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.83118685e+01  6.52025349e+01 -2.13292652e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.90541029e+01  6.52025326e+01 -2.17425482e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 3.98107171e+01  6.52025301e+01 -2.21638366e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.05819894e+01  6.52025276e+01 -2.25932853e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.13682040e+01  6.52025250e+01 -2.30310525e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
 4.21696503e+01  6.52025222e+01 -2.34772993e-01	89f886ce2a150b84945a5378f29c2d4ee3faa5ef832876aeb122deb05e01391e
