 frequency       response        response        stimulus        stimulus        v(VOUT)         v(VOUT)	manifest_sha256
 3.10217766e+00  6.57181167e-01 -2.56725806e-04  1.00000000e+00  0.00000000e+00  6.57181167e-01 -2.56725806e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  6.57181163e-01 -2.61699479e-04  1.00000000e+00  0.00000000e+00  6.57181163e-01 -2.61699479e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.22354200e+00  6.57181159e-01 -2.66769508e-04  1.00000000e+00  0.00000000e+00  6.57181159e-01 -2.66769508e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.28599325e+00  6.57181155e-01 -2.71937762e-04  1.00000000e+00  0.00000000e+00  6.57181155e-01 -2.71937762e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.34965439e+00  6.57181150e-01 -2.77206142e-04  1.00000000e+00  0.00000000e+00  6.57181150e-01 -2.77206142e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.41454887e+00  6.57181146e-01 -2.82576590e-04  1.00000000e+00  0.00000000e+00  6.57181146e-01 -2.82576590e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.48070059e+00  6.57181141e-01 -2.88051081e-04  1.00000000e+00  0.00000000e+00  6.57181141e-01 -2.88051081e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+00  6.57181136e-01 -2.93631632e-04  1.00000000e+00  0.00000000e+00  6.57181136e-01 -2.93631632e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.61687361e+00  6.57181131e-01 -2.99320298e-04  1.00000000e+00  0.00000000e+00  6.57181131e-01 -2.99320298e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.68694506e+00  6.57181126e-01 -3.05119173e-04  1.00000000e+00  0.00000000e+00  6.57181126e-01 -3.05119173e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.75837404e+00  6.57181120e-01 -3.11030393e-04  1.00000000e+00  0.00000000e+00  6.57181120e-01 -3.11030393e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.83118685e+00  6.57181114e-01 -3.17056133e-04  1.00000000e+00  0.00000000e+00  6.57181114e-01 -3.17056133e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.90541029e+00  6.57181108e-01 -3.23198613e-04  1.00000000e+00  0.00000000e+00  6.57181108e-01 -3.23198613e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  6.57181102e-01 -3.29460093e-04  1.00000000e+00  0.00000000e+00  6.57181102e-01 -3.29460093e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.05819894e+00  6.57181095e-01 -3.35842880e-04  1.00000000e+00  0.00000000e+00  6.57181095e-01 -3.35842880e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.13682040e+00  6.57181089e-01 -3.42349324e-04  1.00000000e+00  0.00000000e+00  6.57181089e-01 -3.42349324e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.21696503e+00  6.57181082e-01 -3.48981820e-04  1.00000000e+00  0.00000000e+00  6.57181082e-01 -3.48981820e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.29866235e+00  6.57181075e-01 -3.55742811e-04  1.00000000e+00  0.00000000e+00  6.57181075e-01 -3.55742811e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.38194242e+00  6.57181067e-01 -3.62634785e-04  1.00000000e+00  0.00000000e+00  6.57181067e-01 -3.62634785e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.46683592e+00  6.57181059e-01 -3.69660280e-04  1.00000000e+00  0.00000000e+00  6.57181059e-01 -3.69660280e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.55337410e+00  6.57181051e-01 -3.76821884e-04  1.00000000e+00  0.00000000e+00  6.57181051e-01 -3.76821884e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.64158883e+00  6.57181042e-01 -3.84122232e-04  1.00000000e+00  0.00000000e+00  6.57181042e-01 -3.84122232e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.73151259e+00  6.57181034e-01 -3.91564014e-04  1.00000000e+00  0.00000000e+00  6.57181034e-01 -3.91564014e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.82317848e+00  6.57181025e-01 -3.99149968e-04  1.00000000e+00  0.00000000e+00  6.57181025e-01 -3.99149968e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.91662026e+00  6.57181015e-01 -4.06882889e-04  1.00000000e+00  0.00000000e+00  6.57181015e-01 -4.06882889e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.01187234e+00  6.57181005e-01 -4.14765622e-04  1.00000000e+00  0.00000000e+00  6.57181005e-01 -4.14765622e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.10896977e+00  6.57180995e-01 -4.22801072e-04  1.00000000e+00  0.00000000e+00  6.57180995e-01 -4.22801072e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.20794833e+00  6.57180984e-01 -4.30992195e-04  1.00000000e+00  0.00000000e+00  6.57180984e-01 -4.30992195e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.30884444e+00  6.57180973e-01 -4.39342009e-04  1.00000000e+00  0.00000000e+00  6.57180973e-01 -4.39342009e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.41169527e+00  6.57180962e-01 -4.47853587e-04  1.00000000e+00  0.00000000e+00  6.57180962e-01 -4.47853587e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.51653867e+00  6.57180950e-01 -4.56530064e-04  1.00000000e+00  0.00000000e+00  6.57180950e-01 -4.56530064e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.62341325e+00  6.57180937e-01 -4.65374634e-04  1.00000000e+00  0.00000000e+00  6.57180937e-01 -4.65374634e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.73235837e+00  6.57180924e-01 -4.74390554e-04  1.00000000e+00  0.00000000e+00  6.57180924e-01 -4.74390554e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.84341413e+00  6.57180911e-01 -4.83581143e-04  1.00000000e+00  0.00000000e+00  6.57180911e-01 -4.83581143e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 5.95662144e+00  6.57180897e-01 -4.92949785e-04  1.00000000e+00  0.00000000e+00  6.57180897e-01 -4.92949785e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.07202196e+00  6.57180882e-01 -5.02499929e-04  1.00000000e+00  0.00000000e+00  6.57180882e-01 -5.02499929e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.18965819e+00  6.57180867e-01 -5.12235093e-04  1.00000000e+00  0.00000000e+00  6.57180867e-01 -5.12235093e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.30957344e+00  6.57180852e-01 -5.22158860e-04  1.00000000e+00  0.00000000e+00  6.57180852e-01 -5.22158860e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.43181188e+00  6.57180835e-01 -5.32274884e-04  1.00000000e+00  0.00000000e+00  6.57180835e-01 -5.32274884e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.55641849e+00  6.57180819e-01 -5.42586890e-04  1.00000000e+00  0.00000000e+00  6.57180819e-01 -5.42586890e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.68343918e+00  6.57180801e-01 -5.53098674e-04  1.00000000e+00  0.00000000e+00  6.57180801e-01 -5.53098674e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.81292069e+00  6.57180783e-01 -5.63814108e-04  1.00000000e+00  0.00000000e+00  6.57180783e-01 -5.63814108e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 6.94491071e+00  6.57180764e-01 -5.74737136e-04  1.00000000e+00  0.00000000e+00  6.57180764e-01 -5.74737136e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.07945784e+00  6.57180744e-01 -5.85871780e-04  1.00000000e+00  0.00000000e+00  6.57180744e-01 -5.85871780e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.21661162e+00  6.57180724e-01 -5.97222141e-04  1.00000000e+00  0.00000000e+00  6.57180724e-01 -5.97222141e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.35642254e+00  6.57180702e-01 -6.08792396e-04  1.00000000e+00  0.00000000e+00  6.57180702e-01 -6.08792396e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.49894209e+00  6.57180680e-01 -6.20586806e-04  1.00000000e+00  0.00000000e+00  6.57180680e-01 -6.20586806e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.64422274e+00  6.57180657e-01 -6.32609713e-04  1.00000000e+00  0.00000000e+00  6.57180657e-01 -6.32609713e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.79231798e+00  6.57180633e-01 -6.44865545e-04  1.00000000e+00  0.00000000e+00  6.57180633e-01 -6.44865545e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 7.94328235e+00  6.57180609e-01 -6.57358814e-04  1.00000000e+00  0.00000000e+00  6.57180609e-01 -6.57358814e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.09717142e+00  6.57180583e-01 -6.70094119e-04  1.00000000e+00  0.00000000e+00  6.57180583e-01 -6.70094119e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.25404185e+00  6.57180556e-01 -6.83076150e-04  1.00000000e+00  0.00000000e+00  6.57180556e-01 -6.83076150e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.41395142e+00  6.57180528e-01 -6.96309687e-04  1.00000000e+00  0.00000000e+00  6.57180528e-01 -6.96309687e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.57695899e+00  6.57180499e-01 -7.09799601e-04  1.00000000e+00  0.00000000e+00  6.57180499e-01 -7.09799601e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.74312458e+00  6.57180469e-01 -7.23550861e-04  1.00000000e+00  0.00000000e+00  6.57180469e-01 -7.23550861e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 8.91250938e+00  6.57180438e-01 -7.37568528e-04  1.00000000e+00  0.00000000e+00  6.57180438e-01 -7.37568528e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.08517576e+00  6.57180405e-01 -7.51857765e-04  1.00000000e+00  0.00000000e+00  6.57180405e-01 -7.51857765e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.26118728e+00  6.57180372e-01 -7.66423831e-04  1.00000000e+00  0.00000000e+00  6.57180372e-01 -7.66423831e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.44060876e+00  6.57180337e-01 -7.81272090e-04  1.00000000e+00  0.00000000e+00  6.57180337e-01 -7.81272090e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.62350626e+00  6.57180300e-01 -7.96408010e-04  1.00000000e+00  0.00000000e+00  6.57180300e-01 -7.96408010e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.80994713e+00  6.57180262e-01 -8.11837163e-04  1.00000000e+00  0.00000000e+00  6.57180262e-01 -8.11837163e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+01  6.57180223e-01 -8.27565229e-04  1.00000000e+00  0.00000000e+00  6.57180223e-01 -8.27565229e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+01  6.57180182e-01 -8.43598000e-04  1.00000000e+00  0.00000000e+00  6.57180182e-01 -8.43598000e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+01  6.57180140e-01 -8.59941378e-04  1.00000000e+00  0.00000000e+00  6.57180140e-01 -8.59941378e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+01  6.57180096e-01 -8.76601381e-04  1.00000000e+00  0.00000000e+00  6.57180096e-01 -8.76601381e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+01  6.57180050e-01 -8.93584143e-04  1.00000000e+00  0.00000000e+00  6.57180050e-01 -8.93584143e-04	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
