 time            v(vdd)          cm              v(xpga.xamp.bn) v(xpga.xamp.bp) v(xpga.xamp.start) i(vdd)         
 5.59200000e-07  1.00656000e+00  1.14325422e-01  3.04515054e-02  9.82093741e-01 -3.06902940e-02 -1.18685050e-06 
 5.79200000e-07  1.04256000e+00  1.21985389e-01  3.21524986e-02  1.01732190e+00 -3.37076715e-04 -1.54720841e-06 
 5.99200000e-07  1.07856000e+00  1.29873442e-01  3.42663874e-02  1.05255844e+00  4.47362213e-02 -2.07843745e-06 
 6.19200000e-07  1.11456000e+00  1.37999826e-01  3.66016583e-02  1.08780602e+00  1.26933633e-01 -2.83977731e-06 
 6.39200000e-07  1.15056000e+00  1.46378898e-01  3.93082550e-02  1.12307077e+00  2.45919546e-01 -3.86515852e-06 
 6.59200000e-07  1.18656000e+00  1.55028261e-01  4.24022250e-02  1.15836580e+00  4.01785808e-01 -5.16740277e-06 
 6.79200000e-07  1.22256000e+00  1.63966161e-01  4.58190109e-02  1.19330721e+00  5.88857432e-01 -6.78634569e-06 
 6.99200000e-07  1.25856000e+00  1.73204474e-01  4.94463643e-02  1.22118543e+00  8.07987180e-01 -1.00526125e-05 
 7.19200000e-07  1.29456000e+00  1.82741784e-01  5.26979125e-02  1.22600744e+00  1.02904940e+00 -1.55035037e-05 
 7.39200000e-07  1.33056000e+00  1.92565608e-01  5.46376597e-02  1.19502212e+00  1.18165550e+00 -2.05115431e-05 
 7.59200000e-07  1.36656000e+00  2.02655420e-01  5.53790337e-02  1.12551267e+00  1.28207067e+00 -2.42796016e-05 
 7.79200000e-07  1.40256000e+00  2.12980665e-01  5.51173841e-02  1.01900991e+00  1.34924288e+00 -2.68836168e-05 
 7.99200000e-07  1.43856000e+00  2.23491735e-01  5.40107517e-02  8.81417358e-01  1.39873488e+00 -2.83748665e-05 
 8.19200000e-07  1.47456000e+00  2.34111615e-01  5.23284021e-02  7.36056724e-01  1.44034908e+00 -2.87285328e-05 
 8.39200000e-07  1.51056000e+00  2.45291427e-01  5.30229837e-02  6.21726336e-01  1.47875314e+00 -3.69408033e-05 
 8.59200000e-07  1.54656000e+00  2.60592583e-01  7.33196721e-02  5.45176707e-01  1.51860668e+00 -9.75506311e-05 
 8.79200000e-07  1.58256000e+00  2.91416572e-01  1.66226781e-01  4.96603761e-01  1.56740810e+00 -2.99499956e-04 
 8.99200000e-07  1.61856000e+00  3.53260533e-01  3.79068420e-01  4.71553460e-01  1.63701184e+00 -6.33756273e-04 
 9.16737589e-07  1.65012766e+00  4.28730307e-01  5.49597205e-01  4.83799042e-01  1.09370389e+00 -7.75381931e-04 
 9.18382629e-07  1.65308873e+00  4.35915768e-01  5.62296461e-01  4.88782518e-01  8.29002330e-01 -7.57601927e-04 
 9.21672710e-07  1.65901088e+00  4.49435186e-01  5.83996798e-01  4.99033191e-01  1.09602880e-01 -7.25986869e-04 
 9.24927409e-07  1.66486934e+00  4.60764788e-01  6.00462591e-01  5.09147413e-01  5.28347387e-03 -6.96969324e-04 
 9.27797943e-07  1.67003630e+00  4.68426195e-01  6.14856125e-01  5.17350630e-01  6.40361475e-03 -6.79279094e-04 
 9.30802310e-07  1.67544416e+00  4.73288526e-01  6.25774949e-01  5.25262287e-01  3.83023178e-03 -6.64890868e-04 
 9.34815551e-07  1.68266799e+00  4.73840491e-01  6.35762689e-01  5.35014406e-01  3.80293638e-03 -6.51470820e-04 
 9.38725916e-07  1.68970665e+00  4.69168135e-01  6.41424326e-01  5.43874610e-01  2.87624504e-03 -6.41662387e-04 
 9.46546647e-07  1.70378396e+00  4.68031060e-01  6.46559153e-01  5.60774058e-01  2.99828448e-03 -6.25160361e-04 
 9.54554309e-07  1.71819776e+00  4.87181712e-01  6.48630515e-01  5.77546436e-01  2.68800845e-03 -6.10144770e-04 
 9.60292759e-07  1.72852697e+00  5.06517607e-01  6.49006707e-01  5.89319365e-01  2.96263590e-03 -6.00786895e-04 
 9.65729040e-07  1.73831227e+00  5.24284741e-01  6.48557997e-01  6.00310765e-01  2.80888221e-03 -5.92424939e-04 
 9.71552490e-07  1.74879448e+00  5.42803127e-01  6.47847400e-01  6.11972049e-01  3.10109722e-03 -5.84398850e-04 
 9.78946382e-07  1.76210349e+00  5.65758133e-01  6.46782907e-01  6.26653119e-01  3.06729494e-03 -5.74815557e-04 
 9.89977924e-07  1.78196026e+00  5.99095516e-01  6.45355857e-01  6.48346279e-01  3.44805732e-03 -5.62379748e-04 
 1.00000000e-06  1.80000000e+00  6.28581828e-01  6.44167158e-01  6.67861681e-01  3.49634094e-03 -5.52334364e-04 
 1.00180542e-06  1.80000000e+00  6.33801731e-01  6.43882984e-01  6.68164468e-01  3.61340856e-03 -5.48993346e-04 
 1.00541627e-06  1.80000000e+00  6.44187712e-01  6.43314868e-01  6.68760980e-01  3.66523480e-03 -5.43894663e-04 
 1.01263797e-06  1.80000000e+00  6.64635102e-01  6.42315981e-01  6.69898647e-01  3.70071164e-03 -5.34526189e-04 
 1.02708137e-06  1.80000000e+00  7.04295495e-01  6.40687939e-01  6.71949674e-01  3.80235724e-03 -5.18476347e-04 
 1.04708137e-06  1.80000000e+00  7.56803046e-01  6.38891540e-01  6.74336727e-01  3.88197061e-03 -5.00750908e-04 
 1.06708137e-06  1.80000000e+00  8.06918561e-01  6.37438078e-01  6.76279383e-01  3.97622677e-03 -4.86795102e-04 
 1.08708137e-06  1.80000000e+00  8.55009945e-01  6.36244575e-01  6.77866922e-01  4.02835868e-03 -4.75659715e-04 
 1.10708137e-06  1.80000000e+00  9.01353771e-01  6.35272666e-01  6.79168453e-01  4.09791946e-03 -4.66685532e-04 
 1.12708137e-06  1.80000000e+00  9.46181316e-01  6.34483306e-01  6.80236311e-01  4.13065993e-03 -4.60110975e-04 
 1.14708137e-06  1.80000000e+00  9.89758705e-01  6.33860845e-01  6.81111528e-01  4.18058678e-03 -4.59904860e-04 
 1.16708137e-06  1.80000000e+00  1.03259166e+00  6.33377543e-01  6.81829108e-01  4.19768980e-03 -4.80245070e-04 
 1.18708137e-06  1.80000000e+00  1.07551494e+00  6.32968750e-01  6.82426291e-01  4.23304061e-03 -5.21504784e-04 
 1.20708137e-06  1.80000000e+00  1.11922064e+00  6.32581028e-01  6.82939375e-01  4.24491721e-03 -5.50663327e-04 
 1.22708137e-06  1.80000000e+00  1.10631924e+00  6.32470117e-01  6.82628972e-01  4.26863125e-03 -5.67041835e-04 
 1.24215056e-06  1.80000000e+00  1.02591039e+00  6.32823173e-01  6.81512221e-01  4.24703609e-03 -5.81240661e-04 
 1.25665172e-06  1.80000000e+00  9.33246139e-01  6.33428781e-01  6.80425149e-01  4.22236969e-03 -5.90465693e-04 
 1.27325575e-06  1.80000000e+00  8.50489456e-01  6.34002161e-01  6.79686737e-01  4.17643833e-03 -5.94034949e-04 
 1.29069684e-06  1.80000000e+00  7.92179708e-01  6.34332226e-01  6.79399549e-01  4.16196732e-03 -5.85130329e-04 
 1.31069684e-06  1.80000000e+00  7.74464455e-01  6.34369323e-01  6.79732802e-01  4.14723921e-03 -5.57368486e-04 
 1.33069684e-06  1.80000000e+00  8.02051837e-01  6.34062719e-01  6.80548822e-01  4.16763116e-03 -5.22050209e-04 
 1.35069684e-06  1.80000000e+00  8.47664865e-01  6.33557859e-01  6.81423729e-01  4.18826188e-03 -4.96959732e-04 
 1.37069684e-06  1.80000000e+00  8.94290935e-01  6.33046541e-01  6.82153479e-01  4.22504804e-03 -4.83394641e-04 
 1.39069684e-06  1.80000000e+00  9.39221771e-01  6.32619248e-01  6.82741533e-01  4.24495993e-03 -4.80544661e-04 
 1.41069684e-06  1.80000000e+00  9.81379644e-01  6.32284064e-01  6.83199422e-01  4.27153060e-03 -4.87007996e-04 
 1.43069684e-06  1.80000000e+00  1.00987332e+00  6.32073773e-01  6.83406374e-01  4.28058062e-03 -5.04927891e-04 
 1.45069684e-06  1.80000000e+00  9.90972231e-01  6.32141138e-01  6.82969621e-01  4.28702810e-03 -5.29363217e-04 
 1.47069684e-06  1.80000000e+00  9.11919375e-01  6.32608518e-01  6.81857419e-01  4.26038053e-03 -5.51127833e-04 
 1.49069684e-06  1.80000000e+00  8.23059442e-01  6.33242448e-01  6.80853357e-01  4.22723443e-03 -5.57026830e-04 
 1.51069684e-06  1.80000000e+00  7.80860575e-01  6.33617860e-01  6.80631368e-01  4.19560579e-03 -5.43303105e-04 
 1.53069684e-06  1.80000000e+00  7.92288576e-01  6.33570130e-01  6.81103881e-01  4.19685282e-03 -5.16671761e-04 
 1.55069684e-06  1.80000000e+00  8.31023118e-01  6.33228949e-01  6.81810437e-01  4.21019123e-03 -4.93880894e-04 
 1.57069684e-06  1.80000000e+00  8.75476892e-01  6.32803913e-01  6.82455247e-01  4.23840778e-03 -4.79812839e-04 
 1.59069684e-06  1.80000000e+00  9.19324512e-01  6.32424485e-01  6.82983737e-01  4.25821010e-03 -4.75111980e-04 
 1.61069684e-06  1.80000000e+00  9.60938492e-01  6.32121777e-01  6.83398481e-01  4.28012901e-03 -4.78381640e-04 
 1.63069684e-06  1.80000000e+00  9.93817682e-01  6.31917954e-01  6.83633526e-01  4.29081926e-03 -4.92588860e-04 
 1.65069684e-06  1.80000000e+00  9.92494435e-01  6.31921020e-01  6.83389074e-01  4.29734309e-03 -5.15242815e-04 
 1.67069684e-06  1.80000000e+00  9.33370801e-01  6.32280497e-01  6.82455710e-01  4.27926320e-03 -5.39261385e-04 
 1.69069684e-06  1.80000000e+00  8.46253746e-01  6.32893947e-01  6.81359763e-01  4.24718076e-03 -5.50810070e-04 
 1.71069684e-06  1.80000000e+00  7.90508971e-01  6.33374529e-01  6.80876938e-01  4.21247630e-03 -5.43745463e-04 
 1.73069684e-06  1.80000000e+00  7.88698979e-01  6.33462440e-01  6.81148177e-01  4.20376868e-03 -5.20834932e-04 
 1.75069684e-06  1.80000000e+00  8.21458627e-01  6.33211569e-01  6.81780382e-01  4.21282638e-03 -4.97705788e-04 
 1.77069684e-06  1.80000000e+00  8.64477564e-01  6.32819912e-01  6.82416259e-01  4.23680764e-03 -4.81924109e-04 
 1.79069684e-06  1.80000000e+00  9.08035636e-01  6.32444146e-01  6.82948711e-01  4.25779281e-03 -4.75420200e-04 
 1.81069684e-06  1.80000000e+00  9.49757686e-01  6.32136985e-01  6.83371216e-01  4.27842816e-03 -4.76499086e-04 
 1.83069684e-06  1.80000000e+00  9.84915128e-01  6.31919116e-01  6.83640988e-01  4.29113891e-03 -4.88012710e-04 
 1.85069684e-06  1.80000000e+00  9.93176052e-01  6.31873847e-01  6.83519710e-01  4.29849406e-03 -5.08600402e-04 
 1.87069684e-06  1.80000000e+00  9.47431805e-01  6.32152414e-01  6.82732496e-01  4.28620209e-03 -5.33049646e-04 
 1.89069684e-06  1.80000000e+00  8.63984695e-01  6.32726356e-01  6.81627655e-01  4.25645413e-03 -5.47761488e-04 
 1.91069684e-06  1.80000000e+00  7.99852251e-01  6.33255497e-01  6.80988589e-01  4.22102573e-03 -5.45091438e-04 
 1.93069684e-06  1.80000000e+00  7.87674098e-01  6.33430554e-01  6.81113737e-01  4.20625477e-03 -5.24992484e-04 
 1.95069684e-06  1.80000000e+00  8.15012887e-01  6.33243945e-01  6.81689354e-01  4.21201410e-03 -5.01672390e-04 
 1.97069684e-06  1.80000000e+00  8.56643116e-01  6.32875267e-01  6.82326144e-01  4.23321098e-03 -4.84428162e-04 
 1.99069684e-06  1.80000000e+00  9.00018002e-01  6.32497011e-01  6.82871851e-01  4.25500947e-03 -4.76457371e-04 
 2.01069684e-06  1.80000000e+00  9.41901313e-01  6.32180440e-01  6.83309072e-01  4.27534110e-03 -4.75941200e-04 
 2.03069684e-06  1.80000000e+00  9.78454963e-01  6.31948016e-01  6.83607173e-01  4.28955014e-03 -4.85502822e-04 
 2.05069684e-06  1.80000000e+00  9.92836091e-01  6.31867552e-01  6.83570645e-01  4.29782696e-03 -5.04369046e-04 
 2.07069684e-06  1.80000000e+00  9.56925397e-01  6.32085265e-01  6.82898910e-01  4.28952915e-03 -5.28731759e-04 
 2.09069684e-06  1.80000000e+00  8.77598930e-01  6.32619829e-01  6.81812122e-01  4.26222499e-03 -5.45484558e-04 
 2.11069684e-06  1.80000000e+00  8.08102992e-01  6.33174040e-01  6.81069394e-01  4.22678479e-03 -5.46011614e-04 
 2.13069684e-06  1.80000000e+00  7.87769252e-01  6.33411693e-01  6.81079760e-01  4.20796123e-03 -5.28256181e-04 
 2.15069684e-06  1.80000000e+00  8.10303331e-01  6.33276071e-01  6.81604989e-01  4.21090362e-03 -5.05003141e-04 
 2.17069684e-06  1.80000000e+00  8.50567961e-01  6.32927481e-01  6.82241410e-01  4.23001969e-03 -4.86627651e-04 
 2.19069684e-06  1.80000000e+00  8.93772579e-01  6.32547264e-01  6.82799602e-01  4.25218789e-03 -4.77472277e-04 
 2.21069684e-06  1.80000000e+00  9.35805344e-01  6.32222110e-01  6.83250547e-01  4.27256577e-03 -4.75730176e-04 
 2.23069684e-06  1.80000000e+00  9.73327310e-01  6.31977489e-01  6.83570699e-01  4.28779846e-03 -4.83799446e-04 
 2.25069684e-06  1.80000000e+00  9.92036256e-01  6.31870690e-01  6.83596093e-01  4.29695762e-03 -5.01249622e-04 
 2.27069684e-06  1.80000000e+00  9.63835004e-01  6.32040975e-01  6.83017662e-01  4.29153188e-03 -5.25344202e-04 
 2.29069684e-06  1.80000000e+00  8.88608519e-01  6.32539636e-01  6.81958319e-01  4.26653923e-03 -5.43550166e-04 
 2.31069684e-06  1.80000000e+00  8.15463159e-01  6.33107882e-01  6.81140511e-01  4.23131576e-03 -5.46589582e-04 
 2.33069684e-06  1.80000000e+00  7.88410933e-01  6.33394506e-01  6.81054937e-01  4.20955030e-03 -5.30867206e-04 
 2.35069684e-06  1.80000000e+00  8.06603975e-01  6.33302253e-01  6.81533201e-01  4.20995791e-03 -5.07835255e-04 
 2.37069684e-06  1.80000000e+00  8.45524697e-01  6.32972448e-01  6.82167151e-01  4.22738351e-03 -4.88554772e-04 
 2.39069684e-06  1.80000000e+00  8.88559672e-01  6.32591417e-01  6.82736129e-01  4.24962886e-03 -4.78396309e-04 
 2.41069684e-06  1.80000000e+00  9.30728970e-01  6.32258906e-01  6.83199196e-01  4.27020095e-03 -4.75648545e-04 
 2.43069684e-06  1.80000000e+00  9.68988456e-01  6.32004017e-01  6.83537201e-01  4.28615710e-03 -4.82501989e-04 
 2.45069684e-06  1.80000000e+00  9.91006536e-01  6.31876388e-01  6.83610831e-01  4.29614272e-03 -4.98741909e-04 
 2.47069684e-06  1.80000000e+00  9.69212267e-01  6.32007713e-01  6.83111249e-01  4.29291563e-03 -5.22485831e-04 
 2.49069684e-06  1.80000000e+00  8.97999104e-01  6.32473414e-01  6.82083502e-01  4.27009074e-03 -5.41804960e-04 
 2.51069684e-06  1.80000000e+00  8.22247893e-01  6.33049473e-01  6.81207721e-01  4.23519741e-03 -5.46940650e-04 
 2.53069684e-06  1.80000000e+00  7.89397251e-01  6.33376891e-01  6.81037936e-01  4.21114642e-03 -5.33055580e-04 
 2.55069684e-06  1.80000000e+00  8.03540919e-01  6.33323439e-01  6.81471043e-01  4.20919790e-03 -5.10344561e-04 
 2.57069684e-06  1.80000000e+00  8.41113271e-01  6.33011844e-01  6.82100697e-01  4.22515215e-03 -4.90308506e-04 
 2.59069684e-06  1.80000000e+00  8.83971248e-01  6.32630951e-01  6.82679115e-01  4.24728961e-03 -4.79258337e-04 
 2.61069684e-06  1.80000000e+00  9.26265770e-01  6.32292028e-01  6.83153118e-01  4.26812640e-03 -4.75638384e-04 
 2.63069684e-06  1.80000000e+00  9.65121808e-01  6.32028184e-01  6.83506276e-01  4.28462152e-03 -4.81446131e-04 
 2.65069684e-06  1.80000000e+00  9.89810495e-01  6.31883230e-01  6.83619456e-01  4.29538505e-03 -4.96608137e-04 
 2.67069684e-06  1.80000000e+00  9.73585041e-01  6.31981074e-01  6.83189279e-01  4.29393672e-03 -5.19948001e-04 
 2.69069684e-06  1.80000000e+00  9.06350689e-01  6.32415683e-01  6.82195982e-01  4.27317230e-03 -5.40158207e-04 
 2.71069684e-06  1.80000000e+00  8.28714351e-01  6.32995366e-01  6.81273725e-01  4.23870391e-03 -5.47125645e-04 
 2.73069684e-06  1.80000000e+00  7.90668709e-01  6.33358216e-01  6.81027162e-01  4.21278722e-03 -5.34959744e-04 
 2.75069684e-06  1.80000000e+00  8.00917107e-01  6.33340853e-01  6.81415638e-01  4.20860004e-03 -5.12651632e-04 
 2.77069684e-06  1.80000000e+00  8.37103369e-01  6.33047401e-01  6.82039308e-01  4.22319363e-03 -4.91965088e-04 
 2.79069684e-06  1.80000000e+00  8.79767988e-01  6.32667509e-01  6.82626173e-01  4.24510104e-03 -4.80091695e-04 
 2.81069684e-06  1.80000000e+00  9.22176880e-01  6.32322835e-01  6.83110324e-01  4.26622917e-03 -4.75681792e-04 
 2.83069684e-06  1.80000000e+00  9.61534373e-01  6.32050913e-01  6.83476864e-01  4.28315656e-03 -4.80552040e-04 
 2.85069684e-06  1.80000000e+00  9.88457925e-01  6.31890981e-01  6.83623704e-01  4.29464972e-03 -4.94720211e-04 
 2.87069684e-06  1.80000000e+00  9.77231075e-01  6.31959058e-01  6.83256542e-01  4.29471190e-03 -5.17610617e-04 
 2.89069684e-06  1.80000000e+00  9.14000948e-01  6.32363620e-01  6.82300313e-01  4.27592715e-03 -5.38551423e-04 
 2.91069684e-06  1.80000000e+00  8.35039961e-01  6.32943636e-01  6.81340196e-01  4.24198851e-03 -5.47171809e-04 
 2.93069684e-06  1.80000000e+00  7.92218848e-01  6.33338097e-01  6.81021752e-01  4.21449486e-03 -5.36657892e-04 
 2.95069684e-06  1.80000000e+00  7.98629912e-01  6.33355247e-01  6.81365155e-01  4.20815058e-03 -5.14831509e-04 
 2.97069684e-06  1.80000000e+00  8.33360935e-01  6.33080268e-01  6.81981115e-01  4.22142383e-03 -4.93576109e-04 
 2.99069684e-06  1.80000000e+00  8.75806463e-01  6.32702213e-01  6.82575635e-01  4.24301323e-03 -4.80922148e-04 
 3.01069684e-06  1.80000000e+00  9.18317289e-01  6.32352299e-01  6.83069405e-01  4.26443315e-03 -4.75773777e-04 
 3.03069684e-06  1.80000000e+00  9.58105636e-01  6.32072893e-01  6.83448104e-01  4.28173174e-03 -4.79777885e-04 
 3.05069684e-06  1.80000000e+00  9.86943603e-01  6.31899659e-01  6.83624351e-01  4.29390819e-03 -4.93005624e-04 
 3.07069684e-06  1.80000000e+00  9.80300907e-01  6.31940640e-01  6.83315629e-01  4.29529965e-03 -5.15402253e-04 
 3.09069684e-06  1.80000000e+00  9.21146207e-01  6.32315654e-01  6.82399124e-01  4.27843398e-03 -5.36946018e-04 
 3.11069684e-06  1.80000000e+00  8.41342720e-01  6.32893123e-01  6.81408274e-01  4.24514035e-03 -5.47090344e-04 
 3.13069684e-06  1.80000000e+00  7.94061086e-01  6.33316218e-01  6.81021364e-01  4.21628850e-03 -5.38193519e-04 
 3.15069684e-06  1.80000000e+00  7.96627658e-01  6.33367008e-01  6.81318540e-01  4.20784461e-03 -5.16930098e-04 
 3.17069684e-06  1.80000000e+00  8.29806666e-01  6.33111137e-01  6.81924927e-01  4.21979400e-03 -4.95176124e-04 
 3.19069684e-06  1.80000000e+00  8.71997916e-01  6.32735790e-01  6.82526402e-01  4.24099277e-03 -4.81768589e-04 
 3.21069684e-06  1.80000000e+00  9.14599807e-01  6.32381044e-01  6.83029465e-01  4.26269067e-03 -4.75913255e-04 
 3.23069684e-06  1.80000000e+00  9.54766202e-01  6.32094587e-01  6.83419479e-01  4.28032617e-03 -4.79100166e-04 
 3.25069684e-06  1.80000000e+00  9.85266009e-01  6.31909291e-01  6.83621837e-01  4.29314161e-03 -4.91422864e-04 
 3.27069684e-06  1.80000000e+00  9.82877564e-01  6.31925258e-01  6.83367957e-01  4.29573390e-03 -5.13282600e-04 
 3.29069684e-06  1.80000000e+00  9.27889597e-01  6.32270949e-01  6.82493790e-01  4.28073336e-03 -5.35319653e-04 
 3.31069684e-06  1.80000000e+00  8.47686507e-01  6.32843211e-01  6.81478581e-01  4.24820803e-03 -5.46886342e-04 
 3.33069684e-06  1.80000000e+00  7.96208130e-01  6.33292384e-01  6.81025884e-01  4.21817823e-03 -5.39588805e-04 
 3.35069684e-06  1.80000000e+00  7.94886674e-01  6.33376318e-01  6.81275262e-01  4.20768256e-03 -5.18971889e-04 
 3.37069684e-06  1.80000000e+00  8.26396501e-01  6.33140383e-01  6.81870061e-01  4.21827702e-03 -4.96785435e-04 
 3.39069684e-06  1.80000000e+00  8.68289785e-01  6.32768660e-01  6.82477806e-01  4.23902129e-03 -4.82642888e-04 
 3.41069684e-06  1.80000000e+00  9.10969850e-01  6.32409465e-01  6.82989926e-01  4.26097196e-03 -4.76100237e-04 
 3.43069684e-06  1.80000000e+00  9.51470882e-01  6.32116276e-01  6.83390627e-01  4.27892624e-03 -4.78505408e-04 
 3.45069684e-06  1.80000000e+00  9.83425469e-01  6.31919900e-01  6.83616451e-01  4.29233886e-03 -4.89947206e-04 
 3.47069684e-06  1.80000000e+00  9.85011685e-01  6.31912563e-01  6.83414387e-01  4.29603446e-03 -5.11227727e-04 
 3.49069684e-06  1.80000000e+00  9.34289138e-01  6.32229017e-01  6.82585081e-01  4.28285052e-03 -5.33658540e-04 
 3.51069684e-06  1.80000000e+00  8.54109839e-01  6.32793538e-01  6.81551507e-01  4.25121850e-03 -5.46562137e-04 
 3.53069684e-06  1.80000000e+00  7.98674379e-01  6.33266443e-01  6.81035337e-01  4.22017271e-03 -5.40855849e-04 
 3.55069684e-06  1.80000000e+00  7.93399009e-01  6.33383243e-01  6.81235069e-01  4.20766656e-03 -5.20971267e-04 
 3.57069684e-06  1.80000000e+00  8.23104907e-01  6.33168214e-01  6.81816096e-01  4.21685889e-03 -4.98418054e-04 
 3.59069684e-06  1.80000000e+00  8.64647777e-01  6.32801093e-01  6.82429393e-01  4.23708651e-03 -4.83554159e-04 
 3.61069684e-06  1.80000000e+00  9.07393165e-01  6.32437817e-01  6.82950416e-01  4.25925853e-03 -4.76335202e-04 
 3.63069684e-06  1.80000000e+00  9.48193933e-01  6.32138155e-01  6.83361349e-01  4.27752240e-03 -4.77985274e-04 
 3.65069684e-06  1.80000000e+00  9.81427499e-01  6.31931480e-01  6.83608427e-01  4.29149340e-03 -4.88563885e-04 
 3.67069684e-06  1.80000000e+00  9.86735070e-01  6.31902330e-01  6.83455431e-01  4.29621530e-03 -5.09225052e-04 
 3.69069684e-06  1.80000000e+00  9.40369213e-01  6.32189614e-01  6.82673306e-01  4.28479814e-03 -5.31956166e-04 
 3.71069684e-06  1.80000000e+00  8.60622064e-01  6.32743995e-01  6.81627124e-01  4.25418250e-03 -5.46120819e-04 
