 v-sweep         v(vx)           v(nmir)         v(tail)         m1_id           m2_id           m5_id          
-4.40000000e-03  1.14674112e+00  7.66405988e-01  2.15876782e-01  1.92163830e-05  1.88708743e-05  3.80872566e-05 
-4.30000000e-03  1.13777290e+00  7.66421905e-01  2.15846137e-01  1.92114475e-05  1.88754105e-05  3.80868574e-05 
-4.20000000e-03  1.12880730e+00  7.66437687e-01  2.15815402e-01  1.92065549e-05  1.88799026e-05  3.80864568e-05 
-4.10000000e-03  1.11984527e+00  7.66453337e-01  2.15784577e-01  1.92017046e-05  1.88843511e-05  3.80860550e-05 
-4.00000000e-03  1.11088779e+00  7.66468856e-01  2.15753663e-01  1.91968959e-05  1.88887567e-05  3.80856519e-05 
-3.90000000e-03  1.10193582e+00  7.66484245e-01  2.15722663e-01  1.91921284e-05  1.88931199e-05  3.80852476e-05 
-3.80000000e-03  1.09299029e+00  7.66499507e-01  2.15691576e-01  1.91874014e-05  1.88974413e-05  3.80848420e-05 
-3.70000000e-03  1.08405215e+00  7.66514642e-01  2.15660403e-01  1.91827146e-05  1.89017214e-05  3.80844353e-05 
-3.60000000e-03  1.07512244e+00  7.66529652e-01  2.15629146e-01  1.91780676e-05  1.89059613e-05  3.80840273e-05 
-3.50000000e-03  1.06620178e+00  7.66544541e-01  2.15597807e-01  1.91734592e-05  1.89101596e-05  3.80836181e-05 
-3.40000000e-03  1.05729140e+00  7.66559307e-01  2.15566385e-01  1.91688897e-05  1.89143187e-05  3.80832077e-05 
-3.30000000e-03  1.04839236e+00  7.66573948e-01  2.15534879e-01  1.91643599e-05  1.89184407e-05  3.80827962e-05 
-3.20000000e-03  1.03950518e+00  7.66588475e-01  2.15503296e-01  1.91598662e-05  1.89225214e-05  3.80823835e-05 
-3.10000000e-03  1.03063055e+00  7.66602887e-01  2.15471635e-01  1.91554090e-05  1.89265613e-05  3.80819697e-05 
-3.00000000e-03  1.02177009e+00  7.66617178e-01  2.15439893e-01  1.91509900e-05  1.89305653e-05  3.80815547e-05 
-2.90000000e-03  1.01292439e+00  7.66631354e-01  2.15408073e-01  1.91466077e-05  1.89345315e-05  3.80811386e-05 
-2.80000000e-03  1.00409437e+00  7.66645415e-01  2.15376176e-01  1.91422617e-05  1.89384603e-05  3.80807213e-05 
-2.70000000e-03  9.95280942e-01  7.66659363e-01  2.15344201e-01  1.91379516e-05  1.89423520e-05  3.80803029e-05 
-2.60000000e-03  9.86485019e-01  7.66673198e-01  2.15312151e-01  1.91336772e-05  1.89462069e-05  3.80798835e-05 
-2.50000000e-03  9.77707514e-01  7.66686921e-01  2.15280025e-01  1.91294382e-05  1.89500254e-05  3.80794629e-05 
-2.40000000e-03  9.68949342e-01  7.66700534e-01  2.15247825e-01  1.91252342e-05  1.89538077e-05  3.80790412e-05 
-2.30000000e-03  9.60211420e-01  7.66714036e-01  2.15215550e-01  1.91210649e-05  1.89575542e-05  3.80786185e-05 
-2.20000000e-03  9.51494667e-01  7.66727430e-01  2.15183202e-01  1.91169302e-05  1.89612651e-05  3.80781946e-05 
-2.10000000e-03  9.42800005e-01  7.66740715e-01  2.15150781e-01  1.91128297e-05  1.89649407e-05  3.80777697e-05 
-2.00000000e-03  9.34128359e-01  7.66753892e-01  2.15118287e-01  1.91087632e-05  1.89685812e-05  3.80773437e-05 
-1.90000000e-03  9.25480657e-01  7.66766962e-01  2.15085720e-01  1.91047304e-05  1.89721869e-05  3.80769167e-05 
-1.80000000e-03  9.16857832e-01  7.66779926e-01  2.15053082e-01  1.91007313e-05  1.89757579e-05  3.80764885e-05 
-1.70000000e-03  9.08260733e-01  7.66792785e-01  2.15020373e-01  1.90967653e-05  1.89792941e-05  3.80760594e-05 
-1.60000000e-03  8.99690532e-01  7.66805538e-01  2.14987593e-01  1.90928327e-05  1.89827969e-05  3.80756291e-05 
-1.50000000e-03  8.91148004e-01  7.66818186e-01  2.14954742e-01  1.90889331e-05  1.89862655e-05  3.80751979e-05 
-1.40000000e-03  8.82634107e-01  7.66830726e-01  2.14921821e-01  1.90850662e-05  1.89897000e-05  3.80747656e-05 
-1.30000000e-03  8.74149815e-01  7.66843166e-01  2.14888829e-01  1.90812319e-05  1.89931010e-05  3.80743322e-05 
-1.20000000e-03  8.65696086e-01  7.66855503e-01  2.14855768e-01  1.90774302e-05  1.89964683e-05  3.80738978e-05 
-1.10000000e-03  8.57273899e-01  7.66867737e-01  2.14822638e-01  1.90736608e-05  1.89998023e-05  3.80734624e-05 
-1.00000000e-03  8.48884229e-01  7.66879869e-01  2.14789439e-01  1.90699236e-05  1.90031030e-05  3.80730259e-05 
-9.00000000e-04  8.40528058e-01  7.66891899e-01  2.14756171e-01  1.90662186e-05  1.90063706e-05  3.80725884e-05 
-8.00000000e-04  8.32206375e-01  7.66903827e-01  2.14722834e-01  1.90625455e-05  1.90096051e-05  3.80721499e-05 
-7.00000000e-04  8.23920177e-01  7.66915654e-01  2.14689428e-01  1.90589043e-05  1.90128068e-05  3.80717104e-05 
-6.00000000e-04  8.15670466e-01  7.66927379e-01  2.14655955e-01  1.90552950e-05  1.90159756e-05  3.80712698e-05 
-5.00000000e-04  8.07458255e-01  7.66939003e-01  2.14622413e-01  1.90517173e-05  1.90191116e-05  3.80708282e-05 
-4.00000000e-04  7.99284562e-01  7.66950526e-01  2.14588803e-01  1.90481713e-05  1.90222150e-05  3.80703856e-05 
-3.00000000e-04  7.91150412e-01  7.66961949e-01  2.14555125e-01  1.90446569e-05  1.90252857e-05  3.80699419e-05 
-2.00000000e-04  7.83056842e-01  7.66973270e-01  2.14521379e-01  1.90411741e-05  1.90283239e-05  3.80694972e-05 
-1.00000000e-04  7.75004891e-01  7.66984491e-01  2.14487565e-01  1.90377227e-05  1.90313296e-05  3.80690516e-05 
-6.61634376e-17  7.66995612e-01  7.66995612e-01  2.14453684e-01  1.90343028e-05  1.90343028e-05  3.80686048e-05 
 1.00000000e-04  7.59030062e-01  7.67006632e-01  2.14419734e-01  1.90309143e-05  1.90372435e-05  3.80681571e-05 
 2.00000000e-04  7.51109306e-01  7.67017552e-01  2.14385717e-01  1.90275572e-05  1.90401518e-05  3.80677083e-05 
 3.00000000e-04  7.43234420e-01  7.67028371e-01  2.14351633e-01  1.90242316e-05  1.90430277e-05  3.80672585e-05 
 4.00000000e-04  7.35406485e-01  7.67039090e-01  2.14317480e-01  1.90209373e-05  1.90458712e-05  3.80668077e-05 
 5.00000000e-04  7.27626590e-01  7.67049708e-01  2.14283260e-01  1.90176744e-05  1.90486822e-05  3.80663559e-05 
 6.00000000e-04  7.19895832e-01  7.67060226e-01  2.14248972e-01  1.90144429e-05  1.90514608e-05  3.80659030e-05 
 7.00000000e-04  7.12215317e-01  7.67070642e-01  2.14214616e-01  1.90112429e-05  1.90542069e-05  3.80654491e-05 
 8.00000000e-04  7.04586154e-01  7.67080959e-01  2.14180192e-01  1.90080743e-05  1.90569206e-05  3.80649941e-05 
 9.00000000e-04  6.97009463e-01  7.67091174e-01  2.14145700e-01  1.90049372e-05  1.90596017e-05  3.80645382e-05 
 1.00000000e-03  6.89486369e-01  7.67101287e-01  2.14111140e-01  1.90018316e-05  1.90622503e-05  3.80640812e-05 
 1.10000000e-03  6.82018001e-01  7.67111300e-01  2.14076511e-01  1.89987575e-05  1.90648663e-05  3.80636231e-05 
